iter	Passed	Remaining
199	34419	17175110
200	34586	17172512
201	34747	17166896
202	34912	17163377
203	35065	17154130
204	35228	17149348
205	35395	17147074
206	35570	17148320
207	35713	17134220
208	35872	17127912
209	36030	17121276
210	36187	17114145
211	36350	17110213
212	36528	17113232
213	36699	17112614
214	36884	17118558
215	37054	17117681
216	37228	17118948
217	37381	17110080
218	37557	17111908
219	37702	17099954
220	37864	17095451
221	38028	17091831
222	38194	17089411
223	38364	17088623
224	38535	17088370
225	38714	17091541
226	38889	17093127
227	39047	17086954
228	39221	17088136
229	39383	17083831
230	39557	17085098
231	39718	17080413
232	39903	17085908
233	40078	17087540
234	40252	17088416
235	40412	17083535
236	40583	17083316
237	40748	17080430
238	40925	17082753
239	41095	17081964
240	41258	17078472
241	41416	17072705
242	41577	17068314
243	41744	17066696
244	41926	17070753
245	42090	17067784
246	42277	17074143
247	42447	17073426
248	42612	17070769
249	42772	17066138
250	42939	17064408
251	43095	17058349
252	43275	17061697
253	43430	17055278
254	43596	17053059
255	43758	17049489
256	43944	17054991
257	44108	17052297
258	44282	17053227
259	44445	17049790
260	44621	17051583
261	44787	17049849
262	44961	17050752
263	45122	17046871
264	45302	17050065
265	45484	17053853
266	45666	17057808
267	45826	17053727
268	46002	17055379
269	46164	17051791
270	46338	17052823
271	46507	17051925
272	46684	17053996
273	46862	17056341
274	47026	17053409
275	47188	17050199
276	47361	17050774
277	47535	17051477
278	47710	17052894
279	47887	17054696
280	48070	17058794
281	48234	17056021
282	48399	17053899
283	48562	17050747
284	48728	17049033
285	48895	17047423
286	49075	17050250
287	49227	17043668
288	49384	17038724
289	49537	17032517
290	49706	17031464
291	49860	17025773
292	50043	17029686
293	50205	17026478
294	50374	17025676
295	50534	17022032
296	50696	17018856
297	50842	17010532
298	51015	17011039
299	51184	17010269
300	51367	17014249
301	51534	17012851
302	51712	17015216
303	51867	17009809
304	52047	17012746
305	52209	17009639
306	52386	17011670
307	52554	17010633
308	52734	17013315
309	52889	17008134
310	53047	17004068
311	53208	17000786
312	53399	17007194
313	53563	17004952
314	53728	17002871
315	53888	16999390
316	54058	16999205
317	54220	16996403
318	54395	16997345
319	54544	16990633
320	54705	16987523
321	54866	16984267
322	55039	16985049
323	55197	16981180
324	55360	16978729
325	55522	16976065
326	55683	16972976
327	55850	16971845
328	56016	16970252
329	56160	16962295
330	56324	16960241
331	56477	16954781
332	56650	16955624
333	56811	16952737
334	56985	16953759
335	57148	16951229
336	57316	16950520
337	57469	16945284
338	57635	16943990
339	57793	16940283
340	57960	16939285
341	58111	16933553
342	58292	16936635
343	58455	16934406
344	58617	16931927
345	58785	16931312
346	58953	16930449
347	59117	16928749
348	59290	16929463
349	59453	16927371
350	59620	16926156
351	59779	16923127
352	59961	16926311
353	60143	16929558
354	60317	16930501
355	60480	16928479
356	60655	16929618
357	60824	16929278
358	60994	16929031
359	61157	16927054
360	61323	16925788
361	61481	16922257
362	61654	16923102
363	61813	16919869
364	61977	16918081
365	62135	16914884
366	62304	16914418
367	62470	16913104
368	62637	16912359
369	62805	16911651
370	62965	16908992
371	63121	16905011
372	63289	16904397
373	63443	16899939
374	63619	16901665
375	63771	16896863
376	63949	16898666
377	64101	16894029
378	64271	16893908
379	64425	16889631
380	64657	16905741
381	64816	16902851
382	64977	16900353
383	65132	16896389
384	65307	16897585
385	65461	16893420
386	65617	16889845
387	65780	16887885
388	65947	16887020
389	66114	16886261
390	66291	16887991
391	66433	16880946
392	66598	16879657
393	66754	16876096
394	66931	16877802
395	67097	16876651
396	67264	16876044
397	67418	16871967
398	67584	16870920
399	67739	16867073
400	67900	16864792
401	68058	16861873
402	68219	16859693
403	68374	16856048
404	68537	16854356
405	68701	16852732
406	68883	16855717
407	69045	16853787
408	69217	16854415
409	69374	16851339
410	69542	16850831
411	69687	16844638
412	69842	16841189
413	70000	16838239
414	70168	16837791
415	70339	16838285
416	70514	16839367
417	70678	16837966
418	70851	16838911
419	71011	16836419
420	71178	16835710
421	71334	16832537
422	71488	16828790
423	71656	16828461
424	71825	16828370
425	71984	16825742
426	72152	16825301
427	72294	16819032
428	72474	16821456
429	72631	16818501
430	72797	16817624
431	72948	16813368
432	73125	16814938
433	73277	16811009
434	73450	16811698
435	73597	16806532
436	73769	16807151
437	73921	16803067
438	74095	16804206
439	74253	16801645
440	74422	16801317
441	74579	16798666
442	74753	16799536
443	74913	16797439
444	75082	16797401
445	75241	16795016
446	75411	16795160
447	75572	16793276
448	75729	16790456
449	75883	16787058
450	76055	16787664
451	76204	16783240
452	76380	16784706
453	76539	16782346
454	76708	16782197
455	76863	16779184
456	77036	16779875
457	77189	16776426
458	77362	16777121
459	77511	16772881
460	77668	16770119
461	77824	16767402
462	77989	16766353
463	78143	16763145
464	78311	16762941
465	78467	16760064
466	78652	16763342
467	78813	16761719
468	78976	16760363
469	79142	16759600
470	79315	16760447
471	79465	16756443
472	79643	16758263
473	79822	16760432
474	80000	16762275
475	80159	16760105
476	80325	16759317
477	80468	16754045
478	80638	16754026
479	80798	16752275
480	80972	16753256
481	81128	16750452
482	81295	16750133
483	81451	16747436
484	81601	16743488
485	81757	16740856
486	81948	16745175
487	82123	16746520
488	82289	16745852
489	82439	16741910
490	82607	16741633
491	82754	16737225
492	82923	16737292
493	83089	16736723
494	83256	16736295
495	83419	16735127
496	83590	16735331
497	83749	16733342
498	83913	16732495
499	84065	16728959
500	84239	16729978
501	84401	16728716
502	84587	16732075
503	84756	16732049
504	84925	16732033
505	85085	16730150
506	85266	16732676
507	85423	16730257
508	85582	16728360
509	85741	16726401
510	85910	16726295
511	86073	16725063
512	86240	16724686
513	86395	16722158
514	86562	16721686
515	86720	16719593
516	86889	16719608
517	87053	16718668
518	87230	16720225
519	87393	16719098
520	87563	16719257
521	87721	16717170
522	87889	16716892
523	88047	16714954
524	88218	16715308
525	88377	16713511
526	88541	16712415
527	88699	16710374
528	88859	16708850
529	89024	16707962
530	89198	16709037
531	89364	16708404
532	89526	16707187
533	89682	16704749
534	89853	16705215
535	90009	16702839
536	90182	16703502
537	90339	16701419
538	90502	16700403
539	90653	16697087
540	90832	16698878
541	90988	16696512
542	91157	16696685
543	91323	16696030
544	91485	16694791
545	91649	16693960
546	91823	16694882
547	91989	16694416
548	92159	16694663
549	92314	16692204
550	92472	16690194
551	92629	16688053
552	92795	16687520
553	92950	16685035
554	93120	16685259
555	93283	16684413
556	93451	16684280
557	93610	16682494
558	93775	16681890
559	93935	16680271
560	94096	16678954
561	94259	16677836
562	94434	16679055
563	94597	16677985
564	94766	16678152
565	94922	16675909
566	95094	16676357
567	95252	16674489
568	95411	16672920
569	95572	16671598
570	95737	16670865
571	95887	16667651
572	96058	16668146
573	96218	16666567
574	96388	16666828
575	96552	16665969
576	96721	16666158
577	96881	16664611
578	97044	16663667
579	97207	16662735
580	97369	16661602
581	97521	16658707
582	97690	16658847
583	97864	16659675
584	98024	16658348
585	98189	16657740
586	98370	16659776
587	98529	16658238
588	98701	16658786
589	98862	16657553
590	99028	16657092
591	99190	16655980
592	99359	16655996
593	99522	16655099
594	99692	16655366
595	99849	16653382
596	100009	16651996
597	100170	16650728
598	100337	16650455
599	100489	16647737
600	100656	16647587
601	100813	16645537
602	100980	16645298
603	101139	16643742
604	101308	16643880
605	101453	16640072
606	101617	16639247
607	101776	16637790
608	101939	16636930
609	102100	16635614
610	102277	16637031
611	102444	16636781
612	102615	16637211
613	102777	16636287
614	102950	16636974
615	103108	16635251
616	103268	16633993
617	103437	16634094
618	103618	16636051
619	103775	16634240
620	103950	16635322
621	104110	16633842
622	104277	16633763
623	104438	16632467
624	104604	16632076
625	104747	16628100
626	104909	16627129
627	105071	16626075
628	105244	16626749
629	105414	16627058
630	105594	16628809
631	105749	16626771
632	105917	16626761
633	106081	16625967
634	106251	16626211
635	106411	16624897
636	106576	16624423
637	106734	16622805
638	106895	16621726
639	107043	16618531
640	107210	16618292
641	107377	16618102
642	107559	16620149
643	107720	16619123
644	107897	16620431
645	108064	16620194
646	108244	16621975
647	108407	16621130
648	108575	16621144
649	108725	16618278
650	108892	16618096
651	109039	16614880
652	109211	16615293
653	109367	16613485
654	109538	16613955
655	109691	16611559
656	109849	16610066
657	110004	16608061
658	110175	16608395
659	110328	16606116
660	110502	16607025
661	110655	16604665
662	110819	16604003
663	110972	16601800
664	111130	16600196
665	111287	16598487
666	111454	16598343
667	111614	16597106
668	111790	16598265
669	111940	16595601
670	112112	16596109
671	112262	16593467
672	112424	16592549
673	112589	16592047
674	112757	16592103
675	112904	16588979
676	113063	16587634
677	113220	16585981
678	113380	16584815
679	113548	16584787
680	113710	16583820
681	113870	16582710
682	114030	16581506
683	114177	16578478
684	114348	16578899
685	114498	16576194
686	114723	16584408
687	114874	16582052
688	115047	16582734
689	115210	16581982
690	115386	16583140
691	115543	16581544
692	115715	16581987
693	115874	16580725
694	116045	16581158
695	116201	16579355
696	116370	16579470
697	116531	16578506
698	116697	16578268
699	116873	16579271
700	117069	16583244
701	117234	16582886
702	117403	16582925
703	117567	16582300
704	117746	16583880
705	117900	16581855
706	118077	16583127
707	118234	16581495
708	118388	16579571
709	118535	16576664
710	118707	16577161
711	118873	16576832
712	119058	16579143
713	119222	16578667
714	119396	16579470
715	119545	16576691
716	119721	16577857
717	119886	16577367
718	120058	16577857
719	120212	16576035
720	120379	16575811
721	120550	16576208
722	120729	16577723
723	120900	16578043
724	121062	16577179
725	121223	16576227
726	121389	16575883
727	121548	16574621
728	121707	16573448
729	121854	16570540
730	122016	16569673
731	122176	16568577
732	122347	16569002
733	122510	16568354
734	122683	16568972
735	122835	16566746
736	122997	16565927
737	123153	16564313
738	123306	16562348
739	123465	16561034
740	123631	16560769
741	123789	16559411
742	123962	16560047
743	124135	16560757
744	124304	16560873
745	124456	16558760
746	124625	16558817
747	124787	16557969
748	124948	16557038
749	125106	16555792
750	125274	16555765
751	125426	16553656
752	125592	16553350
753	125752	16552268
754	125926	16553141
755	126092	16552781
756	126258	16552501
757	126412	16550732
758	126588	16551800
759	126740	16549624
760	126914	16550457
761	127100	16552813
762	127276	16553805
763	127441	16553408
764	127598	16551987
765	127759	16551046
766	127919	16549993
767	128074	16548257
768	128242	16548225
769	128408	16547997
770	128575	16547936
771	128739	16547425
772	128921	16549146
773	129084	16548556
774	129253	16548635
775	129417	16548087
776	129588	16548512
777	129743	16546796
778	129916	16547368
779	130085	16547561
780	130252	16547345
781	130418	16547094
782	130591	16547816
783	130755	16547241
784	130920	16546797
785	131071	16544640
786	131244	16545364
787	131407	16544695
788	131574	16544478
789	131742	16544551
790	131923	16546115
791	132095	16546574
792	132270	16547527
793	132436	16547277
794	132608	16547741
795	132770	16546886
796	132944	16547653
797	133108	16547211
798	133271	16546526
799	133431	16545512
800	133594	16544832
801	133742	16542423
802	133913	16542741
803	134071	16541549
804	134249	16542702
805	134400	16540610
806	134567	16540448
807	134728	16539651
808	134901	16540242
809	135065	16539637
810	135238	16540227
811	135403	16539908
812	135568	16539469
813	135714	16536885
814	135885	16537237
815	136054	16537349
816	136238	16539276
817	136403	16538865
818	136563	16537913
819	136719	16536333
820	136881	16535700
821	137040	16534501
822	137215	16535373
823	137384	16535538
824	137553	16535571
825	137714	16534723
826	137889	16535548
827	138047	16534375
828	138243	16537718
829	138403	16536733
830	138574	16537042
831	138729	16535543
832	138896	16535367
833	139051	16533834
834	139248	16537164
835	139403	16535599
836	139580	16536724
837	139734	16535047
838	139893	16533931
839	140047	16532286
840	140218	16532594
841	140367	16530381
842	140532	16529940
843	140687	16528485
844	140861	16529181
845	141018	16527862
846	141195	16528898
847	141346	16526820
848	141515	16526982
849	141671	16525572
850	141839	16525605
851	141998	16524488
852	142177	16525776
853	142348	16526098
854	142517	16526169
855	142666	16524018
856	142854	16526242
857	143017	16525636
858	143184	16525554
859	143356	16525972
860	143528	16526431
861	143689	16525675
862	143859	16525875
863	144024	16525500
864	144193	16525523
865	144346	16523788
866	144513	16523708
867	144672	16522614
868	144841	16522725
869	145008	16522609
870	145182	16523279
871	145343	16522493
872	145512	16522598
873	145670	16521442
874	145851	16522895
875	146004	16521182
876	146175	16521552
877	146326	16519588
878	146496	16519726
879	146655	16518756
880	146819	16518280
881	146969	16516207
882	147123	16514632
883	147280	16513385
884	147455	16514237
885	147617	16513492
886	147788	16513798
887	147953	16513471
888	148129	16514382
889	148279	16512319
890	148507	16519000
891	148675	16518989
892	148853	16520120
893	149015	16519378
894	149177	16518679
895	149326	16516619
896	149502	16517487
897	149672	16517662
898	149844	16518050
899	150000	16516677
900	150171	16517077
901	150341	16517284
902	150517	16518129
903	150670	16516435
904	150839	16516537
905	151000	16515766
906	151168	16515752
907	151332	16515290
908	151509	16516201
909	151671	16515541
910	151838	16515410
911	151999	16514622
912	152164	16514222
913	152332	16514200
914	152514	16515769
915	152682	16515718
916	152855	16516249
917	153025	16516373
918	153193	16516358
919	153349	16515078
920	153517	16515059
921	153683	16514789
922	153847	16514366
923	154007	16513477
924	154175	16513483
925	154332	16512279
926	154494	16511632
927	154672	16512648
928	154833	16511868
929	154996	16511245
930	155174	16512332
931	155316	16509544
932	155494	16510559
933	155657	16510065
934	155821	16509627
935	155990	16509650
936	156162	16510021
937	156318	16508777
938	156490	16509178
939	156671	16510478
940	156843	16510891
941	157002	16509976
942	157176	16510485
943	157333	16509335
944	157501	16509323
945	157674	16509863
946	157855	16511104
947	158014	16510213
948	158187	16510633
949	158352	16510324
950	158557	16514178
951	158731	16514718
952	158911	16515969
953	159069	16514882
954	159244	16515623
955	159401	16514358
956	159575	16514955
957	159752	16515918
958	159924	16516266
959	160098	16516876
960	160267	16516856
961	160425	16515862
962	160592	16515634
963	160755	16515152
964	160924	16515162
965	161071	16512971
966	161236	16512641
967	161394	16511563
968	161563	16511694
969	161720	16510502
970	161896	16511281
971	162058	16510595
972	162223	16510247
973	162389	16510022
974	162558	16510095
975	162719	16509367
976	162893	16509941
977	163044	16508159
978	163220	16508905
979	163371	16507204
980	163539	16507170
981	163691	16505508
982	163871	16506631
983	164034	16506135
984	164203	16506230
985	164368	16505888
986	164541	16506319
987	164699	16505265
988	164883	16506894
989	165044	16506106
990	165230	16507849
991	165384	16506483
992	165556	16506808
993	165714	16505766
994	165887	16506190
995	166042	16504937
996	166200	16503895
997	166355	16502569
998	166527	16502939
999	166683	16501672
1000	166860	16502500
1001	167031	16502747
1002	167208	16503624
1003	167369	16502885
1004	167532	16502386
1005	167692	16501512
1006	167871	16502581
1007	168027	16501378
1008	168196	16501407
1009	168358	16500757
1010	168520	16500205
1011	168672	16498575
1012	168835	16498055
1013	168996	16497294
1014	169169	16497751
1015	169328	16496849
1016	169493	16496536
1017	169647	16495138
1018	169807	16494334
1019	169976	16494346
1020	170139	16493841
1021	170299	16493065
1022	170469	16493258
1023	170619	16491405
1024	170782	16490892
1025	170935	16489433
1026	171124	16491449
1027	171291	16491268
1028	171453	16490653
1029	171609	16489469
1030	171783	16490052
1031	171949	16489859
1032	172129	16490964
1033	172297	16490950
1034	172474	16491758
1035	172642	16491677
1036	172829	16493463
1037	172998	16493517
1038	173190	16495766
1039	173334	16493481
1040	173501	16493272
1041	173665	16492882
1042	173829	16492511
1043	174001	16492792
1044	174174	16493257
1045	174319	16491062
1046	174497	16491896
1047	174655	16490908
1048	174826	16491141
1049	174989	16490719
1050	175179	16492715
1051	175342	16492193
1052	175510	16492184
1053	175673	16491598
1054	175848	16492247
1055	175999	16490654
1056	176175	16491354
1057	176328	16489866
1058	176492	16489467
1059	176646	16488108
1060	176806	16487371
1061	176959	16485888
1062	177195	16492213
1063	177341	16490057
1064	177507	16489829
1065	177659	16488319
1066	177815	16487207
1067	177967	16485680
1068	178133	16485448
1069	178303	16485556
1070	178479	16486318
1071	178640	16485572
1072	178807	16485462
1073	178969	16484827
1074	179140	16485059
1075	179313	16485497
1076	179473	16484765
1077	179635	16484168
1078	179802	16483998
1079	179956	16482641
1080	180132	16483362
1081	180295	16482857
1082	180459	16482427
1083	180616	16481387
1084	180791	16482051
1085	180961	16482185
1086	181126	16481886
1087	181295	16481913
1088	181462	16481798
1089	181628	16481513
1090	181780	16480021
1091	181935	16478789
1092	182104	16478836
1093	182251	16476895
1094	182435	16478305
1095	182592	16477298
1096	182774	16478571
1097	182931	16477484
1098	183099	16477481
1099	183264	16477158
1100	183435	16477367
1101	183591	16476265
1102	183760	16476286
1103	183914	16475041
1104	184088	16475518
1105	184245	16474519
1106	184433	16476214
1107	184601	16476164
1108	184774	16476554
1109	184944	16476716
1110	185119	16477333
1111	185274	16476097
1112	185456	16477331
1113	185615	16476429
1114	185782	16476304
1115	185943	16475679
1116	186109	16475461
1117	186273	16475079
1118	186450	16475750
1119	186610	16475003
1120	186771	16474423
1121	186929	16473448
1122	187100	16473686
1123	187271	16473895
1124	187449	16474720
1125	187603	16473427
1126	187761	16472553
1127	187917	16471462
1128	188085	16471425
1129	188250	16471080
1130	188418	16471018
1131	188586	16470956
1132	188747	16470330
1133	188905	16469408
1134	189073	16469346
1135	189227	16468136
1136	189391	16467758
1137	189559	16467728
1138	189732	16468080
1139	189901	16468118
1140	190067	16467907
1141	190227	16467194
1142	190399	16467433
1143	190566	16467356
1144	190734	16467281
1145	190901	16467189
1146	191075	16467611
1147	191237	16467070
1148	191404	16466961
1149	191572	16466918
1150	191738	16466669
1151	191899	16466054
1152	192062	16465530
1153	192222	16464808
1154	192389	16464672
1155	192568	16465598
1156	192728	16464876
1157	192889	16464233
1158	193053	16463822
1159	193219	16463610
1160	193381	16463094
1161	193544	16462643
1162	193725	16463634
1163	193868	16461465
1164	194027	16460676
1165	194196	16460744
1166	194366	16460884
1167	194527	16460264
1168	194710	16461482
1169	194873	16460943
1170	195040	16460880
1171	195206	16460643
1172	195377	16460887
1173	195548	16461037
1174	195739	16462953
1175	195910	16463168
1176	196076	16462932
1177	196228	16461554
1178	196391	16461071
1179	196547	16460046
1180	196738	16461856
1181	196888	16460323
1182	197057	16460352
1183	197216	16459578
1184	197390	16460019
1185	197548	16459180
1186	197734	16460611
1187	197896	16460049
1188	198058	16459544
1189	198213	16458405
1190	198386	16458771
1191	198534	16457062
1192	198708	16457502
1193	198870	16456962
1194	199046	16457530
1195	199207	16456940
1196	199379	16457216
1197	199542	16456780
1198	199702	16456050
1199	199881	16456877
1200	200050	16456954
1201	200210	16456212
1202	200373	16455786
1203	200519	16453893
1204	200683	16453582
1205	200845	16453046
1206	201025	16453958
1207	201180	16452819
1208	201338	16451982
1209	201504	16451782
1210	201669	16451501
1211	201837	16451431
1212	202001	16451073
1213	202160	16450239
1214	202329	16450304
1215	202490	16449651
1216	202665	16450171
1217	202827	16449716
1218	203072	16455841
1219	203236	16455452
1220	203413	16456204
1221	203571	16455322
1222	203739	16455273
1223	203892	16453967
1224	204066	16454451
1225	204232	16454237
1226	204411	16455028
1227	204577	16454805
1228	204738	16454205
1229	204892	16453045
1230	205081	16454695
1231	205248	16454546
1232	205421	16454914
1233	205577	16453872
1234	205731	16452710
1235	205888	16451789
1236	206066	16452541
1237	206230	16452111
1238	206393	16451712
1239	206555	16451114
1240	206720	16450842
1241	206869	16449300
1242	207050	16450277
1243	207206	16449282
1244	207382	16449808
1245	207542	16449180
1246	207708	16448929
1247	207869	16448345
1248	208030	16447721
1249	208211	16448682
1250	208369	16447839
1251	208520	16446505
1252	208684	16446072
1253	208839	16445065
1254	209018	16445822
1255	209196	16446562
1256	209370	16446992
1257	209533	16446577
1258	209734	16449120
1259	209880	16447288
1260	210043	16446873
1261	210209	16446651
1262	210378	16446681
1263	210550	16446920
1264	210715	16446659
1265	210873	16445770
1266	211039	16445609
1267	211206	16445471
1268	211376	16445538
1269	211531	16444524
1270	211709	16445192
1271	211863	16444054
1272	212025	16443588
1273	212197	16443811
1274	212382	16445046
1275	212533	16443667
1276	212713	16444559
1277	212870	16443651
1278	213039	16443658
1279	213203	16443357
1280	213390	16444696
1281	213554	16444365
1282	213740	16445652
1283	213910	16445768
1284	214073	16445326
1285	214225	16444057
1286	214405	16444925
1287	214560	16443836
1288	214728	16443815
1289	214875	16442153
1290	215052	16442792
1291	215217	16442457
1292	215386	16442527
1293	215543	16441640
1294	215703	16440918
1295	215859	16439998
1296	216026	16439796
1297	216190	16439488
1298	216371	16440431
1299	216526	16439346
1300	216692	16439159
1301	216851	16438391
1302	217025	16438823
1303	217181	16437843
1304	217358	16438443
1305	217526	16438380
1306	217693	16438284
1307	217855	16437795
1308	218032	16438355
1309	218195	16437937
1310	218382	16439288
1311	218545	16438873
1312	218717	16439093
1313	218874	16438248
1314	219047	16438541
1315	219210	16438108
1316	219405	16440069
1317	219568	16439678
1318	219730	16439167
1319	219894	16438773
1320	220068	16439178
1321	220230	16438675
1322	220416	16439943
1323	220573	16439064
1324	220760	16440407
1325	220916	16439473
1326	221094	16440136
1327	221258	16439795
1328	221433	16440226
1329	221601	16440149
1330	221761	16439533
1331	221931	16439558
1332	222112	16440502
1333	222274	16439999
1334	222442	16439887
1335	222622	16440751
1336	222789	16440602
1337	222952	16440176
1338	223143	16441811
1339	223301	16441006
1340	223478	16441557
1341	223657	16442291
1342	223830	16442657
1343	223991	16442077
1344	224161	16442113
1345	224326	16441804
1346	224499	16442126
1347	224670	16442255
1348	224838	16442238
1349	224999	16441656
1350	225167	16441593
1351	225325	16440766
1352	225485	16440135
1353	225718	16444798
1354	225891	16445062
1355	226053	16444568
1356	226223	16444613
1357	226376	16443472
1358	226542	16443253
1359	226718	16443774
1360	226880	16443262
1361	227036	16442337
1362	227210	16442639
1363	227373	16442212
1364	227552	16442951
1365	227728	16443490
1366	227895	16443314
1367	228048	16442188
1368	228224	16442633
1369	228373	16441213
1370	228555	16442133
1371	228732	16442728
1372	228899	16442597
1373	229070	16442736
1374	229253	16443701
1375	229419	16443481
1376	229589	16443582
1377	229766	16444112
1378	229935	16444128
1379	230101	16443925
1380	230280	16444633
1381	230432	16443398
1382	230599	16443234
1383	230762	16442850
1384	230946	16443875
1385	231103	16443038
1386	231271	16442987
1387	231424	16441812
1388	231592	16441728
1389	231756	16441374
1390	231931	16441779
1391	232089	16440993
1392	232260	16441164
1393	232426	16440949
1394	232598	16441150
1395	232760	16440620
1396	232946	16441808
1397	233106	16441156
1398	233275	16441172
1399	233442	16441021
1400	233617	16441414
1401	233785	16441369
1402	233973	16442653
1403	234141	16442622
1404	234313	16442779
1405	234482	16442799
1406	234665	16443747
1407	234832	16443578
1408	235019	16444874
1409	235188	16444865
1410	235357	16444819
1411	235522	16444571
1412	235693	16444640
1413	235865	16444843
1414	236054	16446265
1415	236214	16445579
1416	236388	16445904
1417	236542	16444875
1418	236720	16445486
1419	236877	16444634
1420	237072	16446429
1421	237238	16446170
1422	237402	16445814
1423	237564	16445304
1424	237740	16445822
1425	237891	16444570
1426	238089	16446524
1427	238256	16446384
1428	238435	16447040
1429	238597	16446561
1430	238767	16446563
1431	238933	16446384
1432	239113	16447094
1433	239277	16446749
1434	239447	16446801
1435	239600	16445692
1436	239772	16445871
1437	239937	16445567
1438	240124	16446768
1439	240292	16446695
1440	240460	16446614
1441	240620	16445941
1442	240786	16445749
1443	240951	16445456
1444	241130	16446134
1445	241290	16445448
1446	241462	16445637
1447	241624	16445152
1448	241795	16445255
1449	241953	16444471
1450	242132	16445147
1451	242290	16444370
1452	242458	16444312
1453	242635	16444799
1454	242805	16444831
1455	242960	16443905
1456	243131	16444000
1457	243323	16445530
1458	243501	16446086
1459	243669	16446038
1460	243854	16447103
1461	244018	16446712
1462	244202	16447713
1463	244362	16447083
1464	244531	16447028
1465	244690	16446327
1466	244860	16446393
1467	245011	16445142
1468	245173	16444642
1469	245341	16444523
1470	245517	16445026
1471	245684	16444853
1472	245852	16444770
1473	246019	16444604
1474	246193	16444913
1475	246429	16449360
1476	246593	16448949
1477	246743	16447646
1478	246915	16447873
1479	247074	16447180
1480	247257	16448040
1481	247431	16448325
1482	247591	16447747
1483	247757	16447506
1484	247928	16447604
1485	248079	16446346
1486	248257	16446955
1487	248428	16447058
1488	248593	16446741
1489	248754	16446189
1490	248917	16445771
1491	249081	16445385
1492	249245	16445047
1493	249421	16445443
1494	249592	16445534
1495	249753	16444993
1496	249920	16444823
