iter	Passed	Remaining
8509	1480368	15915261
8510	1480588	15915587
8511	1480794	15915755
8512	1480966	15915558
8513	1481125	15915224
8514	1481299	15915059
8515	1481467	15914811
8516	1481643	15914667
8517	1481880	15915171
8518	1482048	15914929
8519	1482206	15914582
8520	1482377	15914373
8521	1482537	15914054
8522	1482698	15913741
8523	1483015	15915100
8524	1483181	15914840
8525	1483341	15914516
8526	1483508	15914272
8527	1483678	15914048
8528	1483850	15913855
8529	1484002	15913445
8530	1484269	15914269
8531	1484428	15913933
8532	1484602	15913761
8533	1484774	15913570
8534	1484943	15913343
8535	1485103	15913012
8536	1485352	15913641
8537	1485514	15913341
8538	1485694	15913231
8539	1485849	15912852
8540	1486002	15912458
8541	1486157	15912080
8542	1486446	15913141
8543	1486644	15913220
8544	1486825	15913122
8545	1486992	15912874
8546	1487166	15912699
8547	1487320	15912310
8548	1487494	15912139
8549	1487736	15912687
8550	1487910	15912516
8551	1488070	15912196
8552	1488227	15911838
8553	1488383	15911467
8554	1488558	15911307
8555	1488810	15911969
8556	1488988	15911832
8557	1489154	15911579
8558	1489320	15911319
8559	1489476	15910954
8560	1489657	15910855
8561	1489814	15910493
8562	1490058	15911067
8563	1490213	15910696
8564	1490390	15910545
8565	1490534	15910049
8566	1490693	15909725
8567	1490840	15909260
8568	1491166	15910701
8569	1491333	15910461
8570	1491512	15910337
8571	1491676	15910052
8572	1491844	15909816
8573	1492011	15909572
8574	1492213	15909698
8575	1492443	15910117
8576	1492615	15909923
8577	1492780	15909655
8578	1492950	15909436
8579	1493105	15909054
8580	1493275	15908834
8581	1493516	15909373
8582	1493688	15909181
8583	1493858	15908970
8584	1494029	15908760
8585	1494190	15908449
8586	1494354	15908168
8587	1494697	15909796
8588	1494860	15909494
8589	1495026	15909242
8590	1495185	15908903
8591	1495355	15908690
8592	1495520	15908422
8593	1495668	15907970
8594	1495938	15908809
8595	1496097	15908477
8596	1496261	15908200
8597	1496421	15907874
8598	1496581	15907548
8599	1496747	15907291
8600	1497005	15908011
8601	1497175	15907792
8602	1497359	15907725
8603	1497532	15907535
8604	1497710	15907410
8605	1497868	15907061
8606	1498124	15907762
8607	1498284	15907438
8608	1498459	15907276
8609	1498621	15906969
8610	1498787	15906711
8611	1498932	15906225
8612	1499109	15906085
8613	1499428	15907445
8614	1499600	15907253
8615	1499755	15906878
8616	1499933	15906749
8617	1500085	15906341
8618	1500254	15906113
8619	1500511	15906813
8620	1500689	15906680
8621	1500854	15906411
8622	1501019	15906144
8623	1501178	15905808
8624	1501358	15905695
8625	1501630	15906556
8626	1501813	15906479
8627	1501966	15906082
8628	1502132	15905826
8629	1502291	15905494
8630	1502465	15905315
8631	1502627	15905015
8632	1502942	15906325
8633	1503105	15906034
8634	1503268	15905744
8635	1503429	15905435
8636	1503585	15905073
8637	1503751	15904808
8638	1504013	15905565
8639	1504178	15905295
8640	1504341	15905000
8641	1504496	15904629
8642	1504666	15904408
8643	1504827	15904098
8644	1505001	15903927
8645	1505250	15904541
8646	1505417	15904289
8647	1505577	15903972
8648	1505750	15903784
8649	1505904	15903399
8650	1506070	15903134
8651	1506322	15903788
8652	1506489	15903532
8653	1506643	15903149
8654	1506812	15902924
8655	1506978	15902657
8656	1507144	15902403
8657	1507305	15902094
8658	1507627	15903480
8659	1507785	15903127
8660	1507963	15902997
8661	1508130	15902745
8662	1508301	15902542
8663	1508454	15902145
8664	1508709	15902828
8665	1508871	15902524
8666	1509032	15902212
8667	1509187	15901833
8668	1509356	15901605
8669	1509512	15901242
8670	1509684	15901045
8671	1509944	15901772
8672	1510118	15901601
8673	1510280	15901304
8674	1510443	15901014
8675	1510601	15900667
8676	1510770	15900438
8677	1511101	15901917
8678	1511268	15901668
8679	1511424	15901301
8680	1511583	15900964
8681	1511739	15900599
8682	1511917	15900466
8683	1512125	15900648
8684	1512337	15900873
8685	1512503	15900615
8686	1512660	15900259
8687	1512818	15899917
8688	1512992	15899740
8689	1513155	15899450
8690	1513418	15900212
8691	1513569	15899796
8692	1513745	15899641
8693	1513897	15899237
8694	1514066	15899005
8695	1514214	15898559
8696	1514429	15898812
8697	1514632	15898939
8698	1514798	15898683
8699	1514951	15898288
8700	1515124	15898100
8701	1515278	15897709
8702	1515442	15897435
8703	1515765	15898820
8704	1515932	15898571
8705	1516089	15898219
8706	1516259	15897994
8707	1516410	15897584
8708	1516582	15897383
8709	1516826	15897945
8710	1517011	15897881
8711	1517174	15897588
8712	1517336	15897290
8713	1517497	15896978
8714	1517650	15896584
8715	1517814	15896302
8716	1518090	15897196
8717	1518248	15896850
8718	1518426	15896720
8719	1518585	15896383
8720	1518770	15896326
8721	1518933	15896037
8722	1519278	15897652
8723	1519445	15897394
8724	1519610	15897127
8725	1519768	15896782
8726	1519933	15896516
8727	1520097	15896235
8728	1520324	15896611
8729	1520546	15896944
8730	1520714	15896702
8731	1520873	15896363
8732	1521045	15896168
8733	1521208	15895881
8734	1521380	15895679
8735	1521625	15896253
8736	1521794	15896016
8737	1521953	15895691
8738	1522130	15895545
8739	1522293	15895253
8740	1522452	15894915
8741	1522706	15895574
8742	1522871	15895311
8743	1523028	15894960
8744	1523197	15894726
8745	1523358	15894410
8746	1523530	15894213
8747	1523702	15894018
8748	1524059	15895755
8749	1524230	15895547
8750	1524421	15895551
8751	1524586	15895277
8752	1524758	15895079
8753	1524921	15894787
8754	1525187	15895567
8755	1525352	15895296
8756	1525524	15895103
8757	1525690	15894842
8758	1525861	15894636
8759	1526020	15894301
8760	1526269	15894909
8761	1526416	15894456
8762	1526587	15894249
8763	1526748	15893930
8764	1526921	15893743
8765	1527078	15893389
8766	1527241	15893096
8767	1527561	15894446
8768	1527735	15894269
8769	1527892	15893914
8770	1528051	15893584
8771	1528221	15893365
8772	1528388	15893116
8773	1528648	15893834
8774	1528811	15893542
8775	1528971	15893218
8776	1529147	15893067
8777	1529309	15892763
8778	1529478	15892530
8779	1529664	15892483
8780	1529901	15892961
8781	1530062	15892649
8782	1530244	15892557
8783	1530407	15892266
8784	1530577	15892043
8785	1530736	15891712
8786	1530999	15892462
8787	1531181	15892368
8788	1531365	15892292
8789	1531521	15891927
8790	1531689	15891692
8791	1531858	15891467
8792	1532194	15892968
8793	1532363	15892736
8794	1532536	15892548
8795	1532691	15892181
8796	1532867	15892016
8797	1533019	15891612
8798	1533266	15892200
8799	1533452	15892147
8800	1533622	15891925
8801	1533784	15891622
8802	1533966	15891529
8803	1534133	15891279
8804	1534333	15891376
8805	1534563	15891778
8806	1534728	15891508
8807	1534893	15891241
8808	1535052	15890903
8809	1535209	15890555
8810	1535388	15890424
8811	1535704	15891714
8812	1535882	15891580
8813	1536042	15891256
8814	1536217	15891096
8815	1536372	15890719
8816	1536531	15890390
8817	1536687	15890020
8818	1536948	15890745
8819	1537098	15890326
8820	1537265	15890072
8821	1537427	15889768
8822	1537594	15889517
8823	1537741	15889067
8824	1538004	15889809
8825	1538156	15889405
8826	1538319	15889116
8827	1538484	15888847
8828	1538651	15888589
8829	1538795	15888103
8830	1538962	15887860
8831	1539215	15888499
8832	1539386	15888290
8833	1539532	15887817
8834	1539695	15887531
8835	1539856	15887220
8836	1540021	15886946
8837	1540346	15888330
8838	1540521	15888168
8839	1540683	15887867
8840	1540864	15887761
8841	1541017	15887366
8842	1541176	15887032
8843	1541328	15886628
8844	1541595	15887409
8845	1541773	15887277
8846	1541945	15887077
8847	1542103	15886729
8848	1542271	15886496
8849	1542422	15886081
8850	1542689	15886862
8851	1542850	15886551
8852	1543017	15886303
8853	1543168	15885887
8854	1543339	15885676
8855	1543493	15885298
8856	1543656	15885001
8857	1543984	15886415
8858	1544154	15886198
8859	1544312	15885855
8860	1544491	15885725
8861	1544650	15885398
8862	1544811	15885078
8863	1545058	15885656
8864	1545232	15885475
8865	1545389	15885130
8866	1545556	15884874
8867	1545725	15884649
8868	1545905	15884527
8869	1546155	15885137
8870	1546355	15885219
8871	1546513	15884885
8872	1546690	15884731
8873	1546851	15884429
8874	1547024	15884239
8875	1547193	15884012
8876	1547469	15884882
8877	1547634	15884609
8878	1547797	15884318
8879	1547956	15883989
8880	1548132	15883833
8881	1548298	15883573
8882	1548634	15885050
8883	1548798	15884769
8884	1548972	15884596
8885	1549127	15884227
8886	1549296	15883991
8887	1549463	15883742
8888	1549714	15884360
8889	1549891	15884206
8890	1550057	15883947
8891	1550208	15883535
8892	1550375	15883284
8893	1550535	15882963
8894	1550702	15882713
8895	1550961	15883412
8896	1551147	15883354
8897	1551314	15883105
8898	1551493	15882975
8899	1551650	15882627
8900	1551818	15882380
8901	1552145	15883774
8902	1552321	15883610
8903	1552474	15883227
8904	1552651	15883076
8905	1552808	15882718
8906	1552981	15882538
8907	1553197	15882782
8908	1553414	15883046
8909	1553574	15882728
8910	1553742	15882492
8911	1553913	15882283
8912	1554087	15882096
8913	1554244	15881754
8914	1554499	15882398
8915	1554668	15882172
8916	1554829	15881860
8917	1554986	15881509
8918	1555159	15881320
8919	1555312	15880930
8920	1555562	15881526
8921	1555735	15881334
8922	1555911	15881180
8923	1556071	15880862
8924	1556251	15880738
8925	1556412	15880426
8926	1556577	15880156
8927	1556914	15881644
8928	1557083	15881415
8929	1557241	15881069
8930	1557406	15880799
8931	1557567	15880492
8932	1557744	15880342
8933	1557992	15880916
8934	1558165	15880730
8935	1558333	15880493
8936	1558515	15880398
8937	1558680	15880125
8938	1558852	15879929
8939	1559081	15880311
8940	1559266	15880243
8941	1559427	15879935
8942	1559601	15879751
8943	1559757	15879394
8944	1559931	15879213
8945	1560082	15878805
8946	1560415	15880240
8947	1560573	15879898
8948	1560744	15879692
8949	1560903	15879363
8950	1561079	15879198
8951	1561235	15878840
8952	1561500	15879589
8953	1561661	15879272
8954	1561830	15879048
8955	1562002	15878842
8956	1562173	15878638
8957	1562330	15878290
8958	1562498	15878047
8959	1562762	15878787
8960	1562934	15878582
8961	1563089	15878214
8962	1563247	15877872
8963	1563400	15877481
8964	1563562	15877182
8965	1563880	15878460
8966	1564057	15878318
8967	1564225	15878079
8968	1564395	15877854
8969	1564558	15877561
8970	1564727	15877331
8971	1564873	15876868
8972	1565134	15877576
8973	1565300	15877321
8974	1565464	15877034
8975	1565623	15876702
8976	1565802	15876579
8977	1565963	15876269
8978	1566237	15877098
8979	1566395	15876758
8980	1566565	15876545
8981	1566732	15876295
8982	1566905	15876102
8983	1567048	15875614
8984	1567326	15876482
8985	1567487	15876179
8986	1567654	15875923
8987	1567816	15875627
8988	1567990	15875443
8989	1568147	15875093
8990	1568311	15874819
8991	1568636	15876163
8992	1568800	15875888
8993	1568958	15875547
8994	1569118	15875222
8995	1569282	15874939
8996	1569444	15874639
8997	1569699	15875278
8998	1569882	15875197
8999	1570039	15874843
9000	1570203	15874564
9001	1570377	15874385
9002	1570550	15874199
9003	1570706	15873834
9004	1570980	15874665
9005	1571151	15874457
9006	1571322	15874250
9007	1571475	15873860
9008	1571648	15873669
9009	1571810	15873363
9010	1572155	15874910
9011	1572313	15874576
9012	1572483	15874353
9013	1572642	15874025
9014	1572818	15873860
9015	1572985	15873610
9016	1573257	15874423
9017	1573414	15874073
9018	1573586	15873871
9019	1573746	15873555
9020	1573932	15873498
9021	1574085	15873108
9022	1574253	15872860
9023	1574506	15873484
9024	1574684	15873342
9025	1574852	15873099
9026	1575020	15872859
9027	1575172	15872466
9028	1575343	15872250
9029	1575596	15872872
9030	1575775	15872738
9031	1575927	15872339
9032	1576108	15872233
9033	1576265	15871877
9034	1576450	15871809
9035	1576788	15873284
9036	1576975	15873237
9037	1577144	15873002
9038	1577318	15872823
9039	1577477	15872494
9040	1577653	15872339
9041	1577845	15872335
9042	1578079	15872765
9043	1578241	15872458
9044	1578410	15872228
9045	1578561	15871817
9046	1578735	15871639
9047	1578888	15871253
9048	1579159	15872041
9049	1579314	15871672
9050	1579483	15871441
9051	1579637	15871066
9052	1579810	15870878
9053	1579980	15870657
9054	1580300	15871940
9055	1580491	15871930
9056	1580670	15871797
9057	1580831	15871493
9058	1581005	15871311
9059	1581153	15870876
9060	1581320	15870623
9061	1581565	15871159
9062	1581743	15871017
9063	1581896	15870622
9064	1582065	15870392
9065	1582220	15870028
9066	1582398	15869888
9067	1582659	15870576
9068	1582823	15870295
9069	1582981	15869956
9070	1583139	15869620
9071	1583292	15869230
9072	1583465	15869032
9073	1583630	15868768
9074	1583898	15869532
9075	1584053	15869161
9076	1584229	15868997
9077	1584387	15868659
9078	1584568	15868547
9079	1584731	15868261
9080	1585064	15869668
9081	1585221	15869324
9082	1585388	15869068
9083	1585548	15868746
9084	1585711	15868460
9085	1585874	15868165
9086	1586079	15868302
9087	1586318	15868774
9088	1586486	15868525
9089	1586642	15868171
9090	1586827	15868104
9091	1586994	15867852
9092	1587159	15867579
9093	1587415	15868221
9094	1587585	15868003
9095	1587735	15867581
9096	1587907	15867375
9097	1588064	15867031
9098	1588247	15866935
9099	1588573	15868277
9100	1588736	15867986
9101	1588898	15867683
9102	1589058	15867363
9103	1589220	15867070
9104	1589387	15866822
9105	1589549	15866520
9106	1589828	15867387
9107	1589987	15867057
9108	1590156	15866822
9109	1590307	15866419
9110	1590475	15866178
9111	1590633	15865840
9112	1590892	15866507
9113	1591054	15866203
9114	1591227	15866015
9115	1591391	15865733
9116	1591560	15865501
9117	1591720	15865181
9118	1591894	15865003
9119	1592233	15866465
9120	1592406	15866277
9121	1592558	15865879
9122	1592732	15865692
9123	1592897	15865431
9124	1593064	15865180
9125	1593320	15865817
9126	1593488	15865575
9127	1593641	15865184
9128	1593814	15864989
9129	1593970	15864628
9130	1594136	15864372
9131	1594305	15864138
9132	1594576	15864924
9133	1594737	15864619
9134	1594900	15864328
9135	1595054	15863946
9136	1595227	15863759
9137	1595390	15863471
9138	1595735	15864983
9139	1595896	15864682
9140	1596062	15864413
9141	1596228	15864158
9142	1596394	15863898
9143	1596554	15863573
9144	1596719	15863308
9145	1596976	15863947
9146	1597144	15863710
9147	1597301	15863360
9148	1597474	15863167
9149	1597632	15862836
9150	1597804	15862629
9151	1598061	15863273
9152	1598229	15863036
9153	1598383	15862658
9154	1598553	15862433
9155	1598707	15862052
9156	1598866	15861724
9157	1599025	15861397
9158	1599291	15862129
9159	1599455	15861847
9160	1599635	15861729
9161	1599793	15861390
9162	1599966	15861196
9163	1600125	15860864
9164	1600459	15862277
9165	1600629	15862055
9166	1600798	15861820
9167	1600953	15861456
9168	1601120	15861207
9169	1601282	15860900
9170	1601447	15860638
9171	1601711	15861347
9172	1601884	15861157
9173	1602035	15860744
9174	1602203	15860503
9175	1602357	15860129
9176	1602526	15859896
9177	1602783	15860531
9178	1602948	15860268
9179	1603112	15859984
9180	1603269	15859636
9181	1603425	15859279
9182	1603590	15859010
9183	1603745	15858642
9184	1604087	15860125
9185	1604251	15859836
9186	1604424	15859648
9187	1604595	15859440
9188	1604759	15859163
9189	1604917	15858818
9190	1605185	15859572
9191	1605345	15859249
9192	1605505	15858932
9193	1605666	15858617
9194	1605828	15858319
9195	1605987	15857990
9196	1606155	15857752
9197	1606412	15858390
9198	1606579	15858137
9199	1606741	15857835
9200	1606920	15857709
9201	1607097	15857553
9202	1607272	15857390
9203	1607597	15858691
9204	1607746	15858270
9205	1607907	15857957
9206	1608084	15857803
9207	1608246	15857508
9208	1608410	15857222
9209	1608558	15856790
9210	1608830	15857571
9211	1608985	15857209
9212	1609155	15856980
9213	1609311	15856629
9214	1609498	15856575
9215	1609649	15856165
9216	1609917	15856909
9217	1610091	15856728
9218	1610249	15856391
9219	1610416	15856136
9220	1610586	15855914
9221	1610745	15855588
9222	1610964	15855851
9223	1611179	15856069
9224	1611338	15855740
9225	1611501	15855452
9226	1611666	15855183
9227	1611831	15854913
9228	1612002	15854705
9229	1612318	15855921
9230	1612481	15855632
9231	1612634	15855246
9232	1612805	15855036
9233	1612959	15854651
9234	1613118	15854327
9235	1613264	15853868
9236	1613532	15854612
9237	1613688	15854254
9238	1613859	15854042
9239	1614017	15853705
9240	1614176	15853374
9241	1614331	15853011
9242	1614601	15853772
9243	1614771	15853553
9244	1614940	15853315
9245	1615101	15853007
9246	1615270	15852778
9247	1615427	15852428
9248	1615601	15852248
9249	1615942	15853708
9250	1616101	15853380
9251	1616257	15853021
9252	1616429	15852823
9253	1616581	15852417
9254	1616748	15852166
9255	1617004	15852791
9256	1617176	15852596
9257	1617341	15852323
9258	1617508	15852073
9259	1617668	15851750
9260	1617838	15851529
9261	1617994	15851177
9262	1618261	15851905
9263	1618425	15851623
9264	1618588	15851334
9265	1618751	15851044
9266	1618913	15850744
9267	1619078	15850476
9268	1619401	15851757
9269	1619566	15851487
9270	1619747	15851369
9271	1619909	15851072
9272	1620074	15850805
9273	1620244	15850581
9274	1620502	15851226
9275	1620683	15851105
9276	1620853	15850893
9277	1621002	15850462
9278	1621166	15850183
9279	1621331	15849908
9280	1621509	15849775
9281	1621768	15850421
9282	1621941	15850225
9283	1622103	15849933
9284	1622276	15849740
9285	1622431	15849365
9286	1622614	15849276
9287	1622878	15849974
9288	1623041	15849681
9289	1623206	15849413
9290	1623373	15849160
9291	1623529	15848810
9292	1623705	15848649
9293	1623863	15848310
9294	1624194	15849655
9295	1624354	15849334
9296	1624523	15849110
9297	1624682	15848775
9298	1624847	15848511
9299	1625011	15848232
9300	1625282	15848994
9301	1625441	15848663
9302	1625615	15848482
9303	1625777	15848186
9304	1625947	15847960
9305	1626099	15847565
9306	1626285	15847500
9307	1626514	15847859
9308	1626685	15847649
9309	1626845	15847324
9310	1627016	15847115
9311	1627181	15846844
9312	1627362	15846733
9313	1627692	15848072
9314	1627859	15847820
9315	1628027	15847579
9316	1628195	15847333
9317	1628353	15846997
9318	1628509	15846645
9319	1628748	15847094
9320	1628944	15847128
9321	1629120	15846958
9322	1629282	15846660
9323	1629441	15846335
9324	1629607	15846072
9325	1629768	15845764
9326	1630029	15846427
9327	1630175	15845977
9328	1630345	15845757
9329	1630505	15845442
9330	1630680	15845267
9331	1630845	15844999
9332	1631200	15846570
9333	1631359	15846240
9334	1631534	15846068
9335	1631689	15845702
9336	1631858	15845473
9337	1632008	15845054
9338	1632174	15844802
9339	1632422	15845332
9340	1632592	15845111
9341	1632745	15844727
9342	1632910	15844460
9343	1633078	15844219
9344	1633242	15843933
9345	1633501	15844575
9346	1633683	15844472
9347	1633847	15844191
9348	1634015	15843958
9349	1634184	15843724
9350	1634351	15843470
9351	1634509	15843139
9352	1634779	15843885
9353	1634929	15843473
9354	1635096	15843219
9355	1635255	15842893
9356	1635427	15842691
9357	1635597	15842466
9358	1635946	15843980
9359	1636111	15843712
9360	1636280	15843484
9361	1636444	15843201
9362	1636613	15842973
9363	1636780	15842716
9364	1637036	15843332
9365	1637230	15843346
9366	1637396	15843080
9367	1637561	15842810
9368	1637735	15842629
9369	1637904	15842398
9370	1638076	15842193
9371	1638338	15842870
9372	1638517	15842732
9373	1638679	15842433
9374	1638843	15842152
9375	1639005	15841854
9376	1639178	15841666
9377	1639497	15842881
9378	1639669	15842684
9379	1639822	15842292
9380	1639989	15842042
9381	1640151	15841744
9382	1640320	15841516
9383	1640487	15841259
9384	1640752	15841964
9385	1640909	15841613
9386	1641079	15841395
9387	1641246	15841138
9388	1641421	15840965
9389	1641579	15840632
9390	1641839	15841273
9391	1642010	15841066
9392	1642189	15840927
9393	1642345	15840573
9394	1642517	15840370
9395	1642669	15839980
9396	1643018	15841480
9397	1643192	15841301
9398	1643366	15841118
9399	1643518	15840717
9400	1643692	15840535
9401	1643845	15840149
9402	1644016	15839937
9403	1644281	15840631
9404	1644459	15840488
9405	1644613	15840111
9406	1644783	15839889
9407	1644939	15839540
9408	1645111	15839331
9409	1645377	15840033
9410	1645551	15839851
9411	1645716	15839582
9412	1645886	15839364
9413	1646037	15838961
9414	1646201	15838680
9415	1646352	15838277
9416	1646696	15839725
9417	1646855	15839396
9418	1647018	15839114
9419	1647186	15838866
9420	1647357	15838655
9421	1647519	15838356
9422	1647792	15839123
9423	1647951	15838804
9424	1648120	15838567
9425	1648287	15838315
9426	1648456	15838087
9427	1648618	15837789
9428	1648857	15838228
9429	1649065	15838373
9430	1649231	15838114
9431	1649398	15837863
9432	1649568	15837642
9433	1649734	15837380
9434	1649907	15837193
9435	1650166	15837825
9436	1650336	15837598
9437	1650478	15837113
9438	1650652	15836922
9439	1650812	15836612
9440	1650984	15836406
9441	1651310	15837683
9442	1651493	15837580
9443	1651652	15837252
9444	1651828	15837087
9445	1651991	15836804
9446	1652166	15836632
9447	1652424	15837249
9448	1652644	15837509
9449	1652795	15837101
9450	1652968	15836912
9451	1653112	15836443
9452	1653282	15836215
9453	1653447	15835946
9454	1653708	15836602
9455	1653863	15836230
9456	1654037	15836050
9457	1654191	15835678
9458	1654348	15835327
9459	1654512	15835047
9460	1654831	15836255
9461	1655026	15836275
9462	1655205	15836133
9463	1655355	15835723
9464	1655521	15835458
9465	1655672	15835061
9466	1655859	15835002
9467	1656113	15835578
9468	1656282	15835350
9469	1656438	15834996
9470	1656608	15834773
9471	1656763	15834405
9472	1656929	15834145
9473	1657196	15834846
9474	1657367	15834636
9475	1657530	15834347
9476	1657696	15834087
9477	1657861	15833814
9478	1658021	15833497
9479	1658175	15833128
9480	1658534	15834706
9481	1658704	15834484
9482	1658880	15834319
9483	1659036	15833965
9484	1659204	15833725
9485	1659352	15833298
9486	1659615	15833957
9487	1659788	15833770
9488	1659964	15833600
9489	1660125	15833293
9490	1660299	15833105
9491	1660452	15832726
9492	1660690	15833156
9493	1660896	15833276
9494	1661061	15832999
9495	1661219	15832664
9496	1661386	15832415
9497	1661543	15832066
9498	1661708	15831803
9499	1662044	15833163
9500	1662213	15832928
9501	1662374	15832619
9502	1662542	15832381
9503	1662699	15832031
9504	1662877	15831883
9505	1663134	15832490
9506	1663319	15832410
9507	1663485	15832157
9508	1663652	15831901
9509	1663808	15831547
9510	1663981	15831356
9511	1664137	15831001
9512	1664400	15831662
9513	1664557	15831315
9514	1664728	15831102
9515	1664892	15830823
9516	1665064	15830625
9517	1665223	15830292
9518	1665494	15831030
9519	1665650	15830674
9520	1665829	15830545
9521	1665989	15830221
9522	1666156	15829972
9523	1666317	15829663
9524	1666588	15830403
9525	1666836	15830921
9526	1667024	15830870
9527	1667192	15830626
9528	1667358	15830372
9529	1667509	15829968
9530	1667671	15829665
9531	1667925	15830242
9532	1668094	15830008
9533	1668249	15829650
9534	1668421	15829444
9535	1668564	15828968
9536	1668746	15828861
9537	1668981	15829247
9538	1669178	15829288
9539	1669340	15828991
9540	1669518	15828845
9541	1669687	15828604
9542	1669857	15828389
9543	1670017	15828074
9544	1670363	15829515
9545	1670518	15829152
9546	1670686	15828910
9547	1670844	15828573
9548	1671015	15828356
9549	1671182	15828113
9550	1671461	15828920
9551	1671629	15828683
9552	1671809	15828548
9553	1671973	15828269
9554	1672139	15828008
9555	1672297	15827675
9556	1672559	15828323
9557	1672744	15828239
9558	1672917	15828048
9559	1673069	15827659
9560	1673246	15827505
9561	1673410	15827225
9562	1673574	15826938
9563	1673922	15828404
9564	1674101	15828270
9565	1674262	15827961
9566	1674430	15827713
9567	1674598	15827480
9568	1674768	15827255
9569	1675030	15827904
9570	1675200	15827675
9571	1675355	15827311
9572	1675516	15827002
9573	1675680	15826724
9574	1675857	15826570
9575	1676107	15827099
9576	1676293	15827033
9577	1676452	15826706
9578	1676633	15826589
9579	1676787	15826211
9580	1676953	15825948
9581	1677115	15825657
9582	1677454	15827022
9583	1677601	15826587
9584	1677781	15826458
9585	1677929	15826030
9586	1678094	15825762
9587	1678255	15825456
9588	1678512	15826050
9589	1678678	15825790
9590	1678853	15825612
9591	1679007	15825240
9592	1679173	15824976
9593	1679340	15824727
9594	1679504	15824453
9595	1679759	15825030
9596	1679940	15824912
9597	1680096	15824556
9598	1680257	15824250
9599	1680412	15823886
9600	1680579	15823635
9601	1680865	15824506
9602	1681086	15824759
9603	1681241	15824393
9604	1681417	15824229
9605	1681577	15823917
9606	1681757	15823789
9607	1681935	15823634
9608	1682202	15824325
9609	1682350	15823895
9610	1682518	15823658
9611	1682671	15823269
9612	1682841	15823053
9613	1682989	15822621
9614	1683271	15823451
9615	1683433	15823150
9616	1683605	15822946
9617	1683768	15822660
9618	1683930	15822365
9619	1684088	15822026
9620	1684253	15821761
9621	1684587	15823080
9622	1684766	15822935
9623	1684931	15822673
9624	1685105	15822486
9625	1685280	15822309
9626	1685453	15822116
9627	1685715	15822757
9628	1685867	15822363
9629	1686028	15822053
9630	1686200	15821855
9631	1686352	15821464
9632	1686527	15821284
9633	1686708	15821167
9634	1686950	15821617
9635	1687106	15821263
9636	1687279	15821067
9637	1687438	15820744
9638	1687609	15820525
9639	1687760	15820130
9640	1688036	15820895
9641	1688200	15820619
9642	1688372	15820419
9643	1688536	15820137
9644	1688715	15819994
9645	1688872	15819656
9646	1689185	15820767
9647	1689381	15820787
9648	1689550	15820554
9649	1689710	15820241
9650	1689874	15819967
9651	1690040	15819701
9652	1690214	15819521
9653	1690474	15820135
9654	1690635	15819826
9655	1690800	15819559
9656	1690963	15819275
9657	1691118	15818912
9658	1691286	15818664
9659	1691552	15819340
9660	1691734	15819235
9661	1691904	15819004
9662	1692065	15818702
9663	1692223	15818363
9664	1692390	15818119
9665	1692558	15817870
9666	1692908	15819338
9667	1693058	15818921
9668	1693238	15818798
9669	1693391	15818411
9670	1693561	15818192
9671	1693714	15817806
9672	1693993	15818603
9673	1694133	15818104
9674	1694311	15817948
9675	1694468	15817604
9676	1694636	15817362
9677	1694805	15817132
9678	1694970	15816863
9679	1695226	15817445
9680	1695418	15817423
9681	1695582	15817149
9682	1695748	15816889
9683	1695897	15816467
9684	1696071	15816285
9685	1696413	15817665
9686	1696588	15817491
9687	1696749	15817179
9688	1696926	15817025
9689	1697096	15816798
9690	1697273	15816642
9691	1697521	15817141
9692	1697718	15817169
9693	1697889	15816956
9694	1698061	15816754
9695	1698218	15816409
9696	1698396	15816263
9697	1698549	15815882
9698	1698825	15816646
9699	1698983	15816314
9700	1699153	15816089
9701	1699321	15815841
9702	1699486	15815579
9703	1699632	15815131
9704	1699972	15816487
9705	1700122	15816077
9706	1700303	15815960
9707	1700464	15815648
9708	1700632	15815407
9709	1700794	15815107
9710	1701044	15815628
9711	1701259	15815832
9712	1701430	15815616
9713	1701590	15815293
9714	1701754	15815017
9715	1701921	15814769
9716	1702094	15814570
9717	1702355	15815191
9718	1702521	15814932
9719	1702685	15814651
9720	1702849	15814378
9721	1703007	15814039
9722	1703175	15813802
9723	1703513	15815136
9724	1703694	15815012
9725	1703849	15814653
9726	1704021	15814445
9727	1704183	15814148
9728	1704343	15813837
9729	1704489	15813389
9730	1704760	15814099
9731	1704901	15813606
9732	1705069	15813364
9733	1705223	15813000
9734	1705405	15812884
9735	1705576	15812668
9736	1705848	15813394
9737	1706011	15813103
9738	1706184	15812904
9739	1706331	15812474
9740	1706499	15812232
9741	1706668	15812002
9742	1706829	15811694
9743	1707174	15813087
9744	1707345	15812877
9745	1707508	15812582
9746	1707679	15812372
9747	1707840	15812062
9748	1708017	15811905
9749	1708272	15812474
9750	1708449	15812316
9751	1708602	15811928
9752	1708773	15811719
9753	1708941	15811474
9754	1709103	15811181
9755	1709300	15811207
9756	1709557	15811785
9757	1709707	15811373
9758	1709874	15811129
9759	1710033	15810800
9760	1710203	15810576
9761	1710362	15810251
9762	1710634	15810971
9763	1710802	15810733
9764	1710967	15810460
9765	1711112	15810008
9766	1711285	15809809
9767	1711442	15809471
9768	1711637	15809477
9769	1711948	15810550
9770	1712130	15810442
9771	1712301	15810229
9772	1712468	15809973
9773	1712627	15809648
9774	1712814	15809585
9775	1713080	15810247
9776	1713252	15810046
9777	1713418	15809784
9778	1713586	15809541
9779	1713757	15809323
