iter	MAE
215	1362.936581
216	1358.892492
217	1354.104799
218	1349.984152
219	1345.141845
220	1341.351825
221	1337.552757
222	1333.866019
223	1329.460598
224	1325.514937
225	1320.876459
226	1316.850385
227	1312.411286
228	1309.040678
229	1305.825816
230	1301.782189
231	1297.904395
232	1293.517698
233	1289.794907
234	1286.600035
235	1282.877764
236	1279.72397
237	1275.539477
238	1272.139171
239	1269.199113
240	1265.461469
241	1261.545949
242	1258.276188
243	1255.444863
244	1252.653462
245	1249.431125
246	1246.696648
247	1243.140624
248	1239.403678
249	1235.671705
250	1232.930151
251	1229.311162
252	1225.824225
253	1222.001789
254	1219.091236
255	1215.652683
256	1211.975606
257	1209.365501
258	1206.511173
259	1204.128647
260	1201.598716
261	1199.21297
262	1196.156801
263	1192.933311
264	1190.033539
265	1187.56138
266	1184.433882
267	1182.156265
268	1179.124421
269	1176.491037
270	1173.803973
271	1171.553434
272	1169.010774
273	1166.687927
274	1164.197091
275	1161.349896
276	1158.035508
277	1154.807256
278	1152.819493
279	1150.12947
280	1147.672595
281	1145.121433
282	1142.388419
283	1139.488233
284	1137.808774
285	1134.897057
286	1132.374069
287	1129.60824
288	1128.038828
289	1125.639882
290	1123.415497
291	1121.264509
292	1118.479881
293	1116.518216
294	1114.62746
295	1112.181491
296	1109.599154
297	1107.835586
298	1106.18157
299	1104.525664
300	1102.547107
301	1100.463934
302	1098.735389
303	1096.319098
304	1094.112765
305	1091.843683
306	1089.492757
307	1087.590995
308	1085.697549
309	1083.662373
310	1081.821969
311	1079.935079
312	1078.085653
313	1076.393371
314	1074.757975
315	1073.685314
316	1072.077044
317	1070.080401
318	1067.935405
319	1066.438684
320	1064.554596
321	1062.333618
322	1061.093597
323	1059.259594
324	1057.581286
325	1055.8658
326	1054.204506
327	1052.226006
328	1050.202989
329	1048.752029
330	1047.179163
331	1045.33465
332	1044.170941
333	1042.994986
334	1040.987297
335	1039.440863
336	1038.191784
337	1036.610251
338	1035.578673
339	1034.087516
340	1032.482658
341	1030.919689
342	1029.385568
343	1027.859677
344	1026.610107
345	1025.348172
346	1023.739462
347	1021.710856
348	1020.369556
349	1018.991687
350	1017.469836
351	1016.355624
352	1014.758153
353	1013.865799
354	1012.41878
355	1011.368394
356	1010.199028
357	1008.937867
358	1007.438601
359	1006.138086
360	1004.693339
361	1003.128141
362	1001.577454
363	1000.182916
364	999.1824169
365	997.9310188
366	996.8246849
367	995.481887
368	994.0860963
369	992.9548372
370	991.6962158
371	990.8640081
372	989.3813205
373	988.0269686
374	987.0577675
375	985.8375289
376	984.6778116
377	983.544345
378	982.3188447
379	981.1312725
380	980.0355389
381	978.3425635
382	977.1437635
383	975.6153434
384	974.9705452
385	973.6313144
386	972.5464813
387	971.1838238
388	969.5843261
389	968.5840692
390	967.650576
391	966.7610151
392	965.920203
393	964.7276339
394	963.5890697
395	962.4504924
396	961.2629991
397	960.0998765
398	958.8860177
399	958.1930302
400	957.1928404
401	955.989685
402	955.1491388
403	954.0793269
404	953.1166861
405	952.2760431
406	951.5304736
407	950.3742358
408	949.5053349
409	948.9467728
410	948.1675641
411	947.5772761
412	946.5033754
413	945.678757
414	944.7983194
415	943.7950574
416	942.8209935
417	941.8346432
418	941.1611824
419	940.0433271
420	939.3318712
421	938.7356964
422	937.5117861
423	936.7879436
424	935.759255
425	934.5145963
426	933.5476607
427	932.6465341
428	931.4711297
429	930.6280669
430	929.4864339
431	928.8123696
432	927.8756141
433	927.36286
434	926.4684573
435	925.3009056
436	924.4919715
437	923.634135
438	922.7999101
439	921.6943634
440	920.7984176
441	919.9393488
442	919.166392
443	918.2955069
444	917.4846569
445	916.6514364
446	916.1740156
447	915.3595356
448	915.0332466
449	914.5234536
450	913.7225145
451	912.8902535
452	912.3042399
453	911.650545
454	910.8534477
455	909.6945408
456	908.8463054
457	908.1895478
458	906.9846755
459	906.1673027
460	905.6776506
461	904.6470078
462	903.8596855
463	902.9931581
464	902.2643484
465	901.478193
466	900.400116
467	899.9789352
468	899.2853478
469	898.515634
470	897.7776697
471	897.2535792
472	896.6106134
473	895.5295713
474	894.8218834
475	894.1065881
476	893.4416978
477	892.8064199
478	891.8270109
479	890.7355411
480	890.1397727
481	889.5031771
482	888.7416366
483	888.0146692
484	887.3237459
485	886.5488387
486	886.0464633
487	885.4264587
488	885.0752163
489	884.3214114
490	883.8159141
491	883.1737433
492	882.6671307
493	881.9915777
494	881.2953866
495	880.5614339
496	879.9549455
497	879.4137022
498	878.7743569
499	878.2066732
500	877.3840408
501	876.4832203
502	875.6990076
503	874.7740365
504	873.7988703
505	873.4803558
506	873.3265179
507	872.7887201
508	872.0628438
509	871.2747619
510	870.6542054
511	869.7446074
512	869.1214789
513	868.5001508
514	867.9856742
515	866.9601361
516	866.4575237
517	865.7962323
518	865.0642908
519	864.3962578
520	863.5976484
521	862.9663021
522	862.6768631
523	862.3349361
524	862.2444732
525	861.7509945
526	861.0916599
527	860.3871435
528	859.6358843
529	858.8056216
530	858.1273761
531	857.972542
532	857.481882
533	856.7513169
534	856.2823192
535	855.7907661
536	855.3326026
537	855.0402787
538	854.6087585
539	854.1742675
540	853.6837472
541	853.2118312
542	852.8686855
543	852.211237
544	851.5822616
545	850.9895457
546	850.6191838
547	850.1295405
548	849.7893783
549	848.8617956
550	848.3385644
551	847.6068029
552	847.0634344
553	846.4549789
554	845.8027754
555	845.1448958
556	844.5857399
557	844.1895158
558	843.5463143
559	842.9303066
560	842.2989102
561	841.5720532
562	840.9950205
563	840.4190279
564	839.7610108
565	839.0436612
566	838.6596677
567	838.1810794
568	837.7013872
569	837.0870119
570	836.5751358
571	836.2532055
572	835.8682105
573	835.339938
574	835.124239
575	834.7830451
576	834.626296
577	834.2115373
578	833.8455126
579	833.3711715
580	832.8913701
581	832.573381
582	832.1260839
583	831.6351275
584	831.0474094
585	830.4449738
586	829.9840057
587	829.8679343
588	829.4314353
589	829.0952702
590	828.6265396
591	828.0254429
592	827.6131515
593	826.9057021
594	826.6382375
595	826.0449855
596	825.6928787
597	825.1334926
598	824.8229498
599	824.4482948
600	823.7579966
601	823.353901
602	822.6136128
603	822.1207097
604	821.5591518
605	820.9060584
606	820.5944604
607	819.9470206
608	819.5114337
609	818.9216511
610	818.3606843
611	817.9714146
612	817.7545076
613	817.3265415
614	817.033035
615	816.9453814
616	816.5172216
617	816.2360454
618	816.1496787
619	815.8008023
620	815.4604312
621	815.1739992
622	814.8521767
623	814.7159932
624	814.2536762
625	814.1877919
626	813.7858503
627	813.4830405
628	813.1503906
629	812.9619821
630	812.6872643
631	812.2588151
632	811.9243073
633	811.6097306
634	811.3594935
635	811.2042126
636	810.8664719
637	810.1877119
638	809.6207358
639	809.195268
640	808.7937554
641	808.5956788
642	808.4553873
643	808.1984
644	807.8734058
645	807.5404618
646	807.4652468
647	806.9022064
648	806.6049465
649	806.3327535
650	805.9028629
651	805.6772117
652	805.439148
653	805.1495077
654	804.8073698
655	804.2400897
656	803.7571373
657	803.1797546
658	802.8664784
659	802.4798456
660	802.3512151
661	801.7728034
662	801.5967741
663	801.2971061
664	801.1174562
665	800.976022
666	800.8303306
667	800.4469703
668	800.0880699
669	799.8115369
670	799.6269044
671	799.4152078
672	799.2813894
673	798.7561148
674	798.4248671
675	797.6955272
676	797.1461163
677	796.8100437
678	796.6755198
679	796.6225552
680	796.4623387
681	796.1859402
682	795.856154
683	795.5633312
684	795.3368257
685	794.6889279
686	794.3004557
687	793.9425656
688	793.6544699
689	793.4714025
690	793.3183083
691	793.1322663
692	792.758821
693	792.0067846
694	791.7293319
695	791.4545575
696	791.3789344
697	790.9960524
698	790.8217485
699	790.5377027
700	790.3533194
701	790.2555546
702	789.9724792
703	789.7237551
704	789.3227408
705	789.2128635
706	789.0458724
707	788.5546438
708	788.4176219
709	788.0800978
710	787.5788512
711	787.3121784
712	787.10202
713	786.9256946
714	786.6455742
715	786.5156399
716	786.1361366
717	785.9154716
718	785.795699
719	785.2601555
720	784.8843832
721	784.8126629
722	784.5240305
723	784.3450945
724	784.0748522
725	783.6694993
726	783.3766624
727	783.0144105
728	782.623426
729	782.532443
730	782.3459276
731	782.2444721
732	781.9854335
733	781.7178398
734	781.4231565
735	780.987349
736	780.7598211
737	780.6345127
738	780.1194915
739	780.0563299
740	779.7530987
741	779.4798333
742	779.0636798
743	778.891955
744	778.6652318
745	778.2984663
746	777.8832712
747	777.6008297
748	777.5294954
749	777.3738375
750	777.0900919
751	776.6545909
752	776.4974176
753	776.1301103
754	775.7881921
755	775.6367803
756	775.3317767
757	775.2523211
758	774.9414828
759	774.7221679
760	774.6397076
761	774.5229895
762	774.0999574
763	773.9982628
764	773.7775358
765	773.5731411
766	773.0756457
767	772.9739094
768	772.7774293
769	772.6680875
770	772.3042554
771	772.0034571
772	771.802553
773	771.430403
774	771.2692095
775	770.99353
776	770.8259122
777	770.5658343
778	770.3163648
779	770.2454869
780	770.0498403
781	769.7692459
782	769.6773569
783	769.5121166
784	769.069484
785	768.8181304
786	768.7252021
787	768.6417754
788	768.2148522
789	767.9779032
790	767.5673809
791	767.4038625
792	767.1342061
793	766.9920258
794	766.6898497
795	766.2077024
796	766.152359
797	765.9889424
798	765.8747729
799	765.7662933
800	765.7142648
801	765.4719035
802	765.3997818
803	765.2449405
804	764.9844909
805	764.828691
806	764.7667525
807	764.567157
808	764.3783835
809	763.8802901
810	763.5193429
811	763.4174518
812	763.268621
813	763.2163206
814	763.0437266
815	762.7809413
816	762.5298252
817	762.3107868
818	761.9618293
819	761.6717443
820	761.5981879
821	761.3686995
822	761.3044513
823	761.022895
824	760.8291909
825	760.7565115
826	760.6666872
827	760.4947582
828	760.4101741
829	760.2859562
830	759.7719903
831	759.6077898
832	759.5184063
833	759.4050264
834	759.1183989
835	758.9806603
836	758.8479695
837	758.7270115
838	758.412471
839	757.9823086
840	757.3822119
841	757.0100237
842	756.7988615
843	756.7034862
844	756.4751539
845	756.2138
846	755.839264
847	755.7130685
848	755.6383607
849	755.3739073
850	755.260625
851	755.1806404
852	755.0463861
853	755.0029302
854	754.8275578
855	754.3963617
856	754.3204874
857	754.0978928
858	753.9606955
859	753.7171232
860	753.2594221
861	753.1711943
862	752.9505884
863	752.628583
864	752.5693212
865	752.3214674
866	752.1362915
867	752.0070442
868	751.9474992
869	751.700418
870	751.5691319
871	751.4164259
872	751.3319408
873	751.1785285
874	750.7564553
875	750.6664145
876	750.5859
877	750.3992407
878	750.002048
879	749.8153062
880	749.7251557
881	749.4419699
882	749.1820309
883	749.068573
884	748.8906511
885	748.6260017
886	748.4704018
887	748.4020112
888	748.0423757
889	747.896947
890	747.7980186
891	747.7295295
892	747.6252766
893	747.500095
894	747.3571094
895	747.0453157
896	746.8352827
897	746.7340283
898	746.5292397
899	746.4782707
900	746.2892851
901	746.0578309
902	745.8774559
903	745.7018886
904	745.4924369
905	745.1003934
906	744.986844
907	744.8494052
908	744.6491302
909	744.4702098
910	744.2260799
911	744.1246994
912	744.0342727
913	743.7389582
914	743.5705636
915	743.4420295
916	743.1549212
917	742.9998396
918	742.8860406
919	742.8348125
920	742.6698087
921	742.4174008
922	742.2408274
923	742.1111882
924	742.0615883
925	741.9906697
926	741.9418444
927	741.8279017
928	741.6212699
929	741.3795082
930	741.171714
931	740.9963603
932	740.9307218
933	740.6665557
934	740.3960069
935	740.207364
936	740.0945288
937	740.0409994
938	739.9520431
939	739.9077766
940	739.643561
941	739.2201531
942	739.034083
943	738.9307414
944	738.7239077
945	738.5455634
946	738.4638356
947	738.2428098
948	737.9838651
949	737.7326241
950	737.5827878
951	737.2719468
952	737.0861264
953	737.0454437
954	736.8056239
955	736.6417474
956	736.4443698
957	736.133957
958	736.0805733
959	735.9919784
960	735.9230747
961	735.8260454
962	735.7540357
963	735.58396
964	735.5335074
965	735.2548618
966	734.8866682
967	734.5502601
968	734.507199
969	734.4427958
970	734.3113425
971	734.142851
972	733.9968885
973	733.6267644
974	733.532606
975	733.3724882
976	733.2433039
977	732.992165
978	732.9207731
979	732.6220742
980	732.4975041
981	732.3124761
982	732.1227203
983	732.0733951
984	731.8244766
985	731.6731834
986	731.4641855
987	731.2598534
988	731.1869254
989	731.135781
990	730.9075975
991	730.7738191
992	730.5502661
993	730.5092388
994	730.1995165
995	729.9844902
996	729.9317435
997	729.8595769
998	729.5961988
999	729.0983064
1000	728.9861317
1001	728.9216002
1002	728.8381398
1003	728.6863175
1004	728.4555872
1005	728.4083636
1006	728.3370528
1007	728.2296692
1008	728.177503
1009	728.0001221
1010	727.8436951
1011	727.5989536
1012	727.504879
1013	727.3791643
1014	727.1726372
1015	727.1297958
1016	726.7690174
1017	726.5984382
1018	726.3768728
1019	726.1646362
1020	725.9971493
1021	725.9660039
1022	725.8604625
1023	725.7054501
1024	725.6406689
1025	725.3955623
1026	725.2799443
1027	725.2310405
1028	725.0594989
1029	724.9214426
1030	724.8588592
1031	724.7053383
1032	724.5936463
1033	724.3820953
1034	724.1439906
1035	724.0934642
1036	723.9063169
1037	723.5414016
1038	723.4591015
1039	723.3030799
1040	723.1026671
1041	722.9184129
1042	722.6393804
1043	722.3732211
1044	722.2429217
1045	722.0335438
1046	721.6888702
1047	721.6561261
1048	721.4553619
1049	721.3521343
1050	721.3195009
1051	721.2081476
1052	721.1079067
1053	720.832162
1054	720.7476583
1055	720.6919365
1056	720.5161658
1057	720.4232366
1058	720.1951922
1059	720.1212514
1060	720.0833706
1061	719.9288223
1062	719.8656438
1063	719.5399334
1064	719.5064956
1065	719.4069469
1066	719.3291434
1067	719.2801585
1068	719.064002
1069	718.8652285
1070	718.7862268
1071	718.7589407
1072	718.6724545
1073	718.5316067
1074	718.4369539
1075	718.259139
1076	718.0934915
1077	717.900262
1078	717.8172681
1079	717.7121183
1080	717.429742
1081	717.2700445
1082	717.0300623
1083	716.8715724
1084	716.6770474
1085	716.6042642
1086	716.4331935
1087	716.3360652
1088	716.2626391
1089	716.1697297
1090	716.1105964
1091	715.9375509
1092	715.8173289
1093	715.6924597
1094	715.5372631
1095	715.3407136
1096	715.2642237
1097	715.2177208
1098	715.066196
1099	715.0326511
1100	714.7611932
1101	714.6090017
1102	714.5204407
1103	714.2801965
1104	714.2222211
1105	713.8954748
1106	713.8410012
1107	713.6403519
1108	713.6120922
1109	713.5438365
1110	713.3621769
1111	713.1915451
1112	713.1084474
1113	713.0895797
1114	712.8325443
1115	712.7148006
1116	712.5444663
1117	712.5182665
1118	712.4606635
1119	712.3724602
1120	712.2514048
1121	712.0945827
1122	712.0526848
1123	711.957716
1124	711.8920166
1125	711.7653726
1126	711.5099836
1127	711.3195446
1128	711.2500061
1129	711.0667254
1130	711.005083
1131	710.8846133
1132	710.8209309
1133	710.5492082
1134	710.4833789
1135	710.4456013
1136	710.352708
1137	710.155532
1138	709.9516499
1139	709.8270743
1140	709.6762251
1141	709.62047
1142	709.2520885
1143	709.2111116
1144	709.1389457
1145	708.8369852
1146	708.6441081
1147	708.4690508
1148	708.4130201
1149	708.316905
1150	708.2032929
1151	708.1246355
1152	707.8632099
1153	707.7580146
1154	707.5279467
1155	707.3705986
1156	707.264619
1157	707.2060384
1158	706.948677
1159	706.9152079
1160	706.8883518
1161	706.8071274
1162	706.6820197
1163	706.5244975
1164	706.3550934
1165	706.2545514
1166	706.0888146
1167	706.0566231
1168	705.917783
1169	705.6306916
1170	705.4744006
1171	705.3682998
1172	705.2558636
1173	705.2088202
1174	705.159886
1175	705.1005025
1176	704.9964004
1177	704.6942582
1178	704.5765168
1179	704.5219678
1180	704.4490491
1181	704.4278746
1182	704.3946718
1183	704.3459496
1184	703.9612704
1185	703.929339
1186	703.8244144
1187	703.7013961
1188	703.6094796
1189	703.5505888
1190	703.4531712
1191	703.3096769
1192	703.1982833
1193	703.0126441
1194	702.7044221
1195	702.5926404
1196	702.4963531
1197	702.4563482
1198	702.2682583
1199	702.1965233
1200	701.9643236
1201	701.7400539
1202	701.6418896
1203	701.5112259
1204	701.345225
1205	701.241498
1206	701.1865043
1207	700.9124508
1208	700.756257
1209	700.7133448
1210	700.5941676
1211	700.5029324
1212	700.4660981
1213	700.2875724
1214	700.0134409
1215	699.8517581
1216	699.8063912
1217	699.7473785
1218	699.5138408
1219	699.4762408
1220	699.4420454
1221	699.3194234
1222	699.1642563
1223	698.909786
1224	698.8172965
1225	698.7152939
1226	698.6091651
1227	698.5736239
1228	698.5290139
1229	698.4108175
1230	698.2659764
1231	698.1022027
1232	697.9094241
1233	697.841803
1234	697.8150443
1235	697.7768303
1236	697.6274515
1237	697.5231242
1238	697.3968056
1239	697.3547971
1240	697.3119919
1241	697.2595145
1242	697.2208808
1243	696.9957839
1244	696.904938
1245	696.7383869
1246	696.6396496
1247	696.3372828
1248	696.221865
1249	696.0927095
1250	695.9729903
1251	695.8550427
1252	695.76336
1253	695.5748255
1254	695.2416859
1255	695.1986251
1256	695.0094108
1257	694.9258998
1258	694.6434866
1259	694.3421241
1260	694.1836634
1261	694.0293043
1262	693.8132079
1263	693.7618613
1264	693.5273593
1265	693.4172394
1266	693.3052379
1267	693.2512755
1268	693.1153711
1269	692.923178
1270	692.8249368
1271	692.5252421
1272	692.4756602
1273	692.2128786
1274	692.147013
1275	691.9868328
1276	691.8791869
1277	691.7919869
1278	691.6996553
1279	691.682683
1280	691.5438967
1281	691.5056746
1282	691.402069
1283	691.1653581
1284	690.8811784
1285	690.6645985
1286	690.6191643
1287	690.5351679
1288	690.50105
1289	690.3159099
1290	690.185358
1291	690.1246699
1292	690.0069658
1293	689.9649164
1294	689.933911
1295	689.5895883
1296	689.5450323
1297	689.4139728
1298	689.2485503
1299	688.8784917
1300	688.6682666
1301	688.4859373
1302	688.2306175
1303	688.1941105
1304	687.9796565
1305	687.8577147
1306	687.7899756
1307	687.6855406
1308	687.5898017
1309	687.5535236
1310	687.3443419
1311	687.2547315
1312	687.1812194
1313	687.0421486
1314	686.9182819
1315	686.7477326
1316	686.6996943
1317	686.6589986
1318	686.4838476
1319	686.2209119
1320	686.2045988
1321	686.0641563
1322	685.9266474
1323	685.7859891
1324	685.6162756
1325	685.4191876
1326	685.3757604
1327	685.3113299
1328	685.2772855
1329	685.2321532
1330	685.0123926
1331	684.6921438
1332	684.6421509
1333	684.324627
1334	684.106218
1335	684.0793228
1336	683.9949755
1337	683.8556276
1338	683.8375601
1339	683.7646274
1340	683.5372872
1341	683.4751129
1342	683.4538713
1343	683.3183773
1344	683.1356039
1345	683.081959
1346	683.060155
1347	683.0241159
1348	682.9781664
1349	682.8924246
1350	682.8548989
1351	682.6978006
1352	682.5375955
1353	682.4613025
1354	682.4170752
1355	682.3606022
1356	682.3007192
1357	682.0163484
1358	681.9223499
1359	681.7441083
1360	681.7038185
1361	681.6015223
1362	681.423438
1363	681.2231593
1364	681.1330915
1365	681.0583265
1366	680.8313196
1367	680.6377748
1368	680.5594512
1369	680.322304
1370	680.0572636
1371	679.9774386
1372	679.9299848
1373	679.9034269
1374	679.8470888
1375	679.8035096
1376	679.7739315
1377	679.6715585
1378	679.5741085
1379	679.2934639
1380	679.2668417
1381	679.1012313
1382	678.8629661
1383	678.7346674
1384	678.5957568
1385	678.5307866
1386	678.4058086
1387	678.3275793
1388	678.066433
1389	677.8992274
1390	677.6797106
1391	677.5963064
1392	677.4560479
1393	677.2943262
1394	677.2388595
1395	677.1926396
1396	677.158247
1397	676.8488301
1398	676.7944421
1399	676.7444279
1400	676.7172654
1401	676.6554082
1402	676.5218936
1403	676.2480439
1404	676.202437
1405	676.0848726
1406	675.9777679
1407	675.943115
1408	675.9028901
1409	675.6664628
1410	675.5101144
1411	675.4830767
1412	675.343849
1413	675.2589343
1414	675.2132792
1415	675.0136392
1416	674.9282241
1417	674.8248801
1418	674.6682331
1419	674.6433217
1420	674.5535422
1421	674.4285149
1422	674.3739758
1423	674.3258662
1424	674.158339
1425	673.9602166
1426	673.8506523
1427	673.8308769
1428	673.7761115
1429	673.6728881
1430	673.5867913
1431	673.5405921
1432	673.4716967
1433	673.2472132
1434	672.9933328
1435	672.9772566
1436	672.9201101
1437	672.8968016
1438	672.7486979
1439	672.6193155
1440	672.570637
1441	672.4035214
1442	672.2296525
1443	672.1912554
1444	672.1192026
1445	671.9916594
1446	671.9438314
1447	671.7479977
1448	671.7271954
1449	671.5600559
1450	671.4235323
1451	671.359893
1452	671.3003622
1453	671.2602692
1454	671.1975296
1455	671.0130466
1456	670.6890751
1457	670.5782662
1458	670.4631329
1459	670.4231908
1460	670.1489573
1461	670.0712497
1462	669.9111277
1463	669.7760095
1464	669.7593528
1465	669.6832792
1466	669.6207159
1467	669.4894277
1468	669.4244725
1469	669.3722409
1470	669.3098483
1471	669.2009224
1472	669.1495007
1473	669.1141407
1474	669.0787803
1475	668.9573628
1476	668.82385
1477	668.7907596
1478	668.6926886
1479	668.6338375
1480	668.539694
1481	668.4045611
1482	668.1247961
1483	667.9743183
1484	667.912538
1485	667.8689971
1486	667.6043284
1487	667.5706975
1488	667.4879836
1489	667.3662205
1490	667.2106919
1491	667.0913819
1492	666.9878867
1493	666.9515492
1494	666.9351055
1495	666.6515838
1496	666.4443019
1497	666.3714824
1498	666.3525098
1499	666.2741824
1500	666.2536813
1501	665.9913661
1502	665.9132616
1503	665.8274272
1504	665.7618226
1505	665.6655701
1506	665.5735157
1507	665.4825968
1508	665.3758925
1509	665.2405599
1510	665.183259
1511	665.150985
1512	665.082039
1513	664.9221409
1514	664.8558602
1515	664.8063145
1516	664.7734189
1517	664.6879782
1518	664.4891747
1519	664.3978915
1520	664.2368864
1521	664.1798488
1522	664.1177515
1523	663.9257996
1524	663.7220698
1525	663.6704628
1526	663.6531829
1527	663.4960046
1528	663.2877398
1529	663.232551
1530	663.1503328
1531	663.114127
1532	663.0439242
1533	662.9759224
1534	662.8180299
1535	662.7831551
1536	662.750046
1537	662.641311
1538	662.6182444
1539	662.4546608
1540	662.3260761
1541	662.2418111
1542	662.0315983
1543	661.8992085
1544	661.8563099
1545	661.7629113
1546	661.547807
1547	661.5309376
1548	661.1720428
1549	660.932734
1550	660.8622127
1551	660.8239917
1552	660.7084197
1553	660.5753887
1554	660.5551952
1555	660.4278343
1556	660.3924939
1557	660.2836256
1558	660.2470267
1559	660.1232826
1560	660.1018249
1561	659.8852971
1562	659.5395953
1563	659.4446594
1564	659.3244945
1565	659.248632
1566	659.0488915
1567	658.8375142
1568	658.8079054
1569	658.6884396
1570	658.5790095
1571	658.4630887
1572	658.4431805
1573	658.3567663
1574	658.1104617
1575	658.0275043
1576	657.8759772
1577	657.6681031
1578	657.6410656
1579	657.4273499
1580	657.3074094
1581	657.2087055
1582	657.188137
1583	657.1557039
1584	657.0984013
1585	657.0687592
1586	657.0532154
1587	656.799462
1588	656.6867283
1589	656.6490005
1590	656.5980598
1591	656.5713586
1592	656.5249071
1593	656.463204
1594	656.3374878
1595	656.2004015
1596	656.1450327
1597	656.1057277
1598	656.0518479
1599	655.8322548
1600	655.8025963
1601	655.7196473
1602	655.5185344
1603	655.4490963
1604	655.4142119
1605	655.2306359
1606	655.1233995
1607	654.8635115
1608	654.8319819
1609	654.78486
1610	654.7225277
1611	654.6752598
1612	654.5312713
1613	654.4775896
1614	654.431909
1615	654.4104253
1616	654.3339512
1617	654.1557931
1618	654.0852784
1619	653.8316104
1620	653.6944676
1621	653.5538464
1622	653.4947395
1623	653.4628046
1624	653.3469574
1625	653.319438
1626	653.276418
1627	653.2412273
1628	653.209498
1629	653.0541751
1630	652.9827855
1631	652.9367754
1632	652.9023663
1633	652.6979215
1634	652.6449306
1635	652.5095036
1636	652.3182381
1637	652.2796354
1638	652.1911805
1639	652.0975742
1640	651.8810837
1641	651.7882563
1642	651.7222488
1643	651.6609767
1644	651.4437129
1645	651.4023694
1646	651.3874328
1647	651.1146802
1648	651.0609103
1649	650.879028
1650	650.8151327
1651	650.7628342
1652	650.7242182
1653	650.6788326
1654	650.6032373
1655	650.5426857
1656	650.5170303
1657	650.4796397
1658	650.4325812
1659	650.3822304
1660	650.3243183
1661	650.2590452
1662	650.2204636
1663	650.1751835
1664	650.0710624
1665	649.9838616
1666	649.8124062
1667	649.7860325
1668	649.7351353
1669	649.6969446
1670	649.4691207
1671	649.4146034
1672	649.2292415
1673	649.1081402
1674	649.0130704
1675	648.8324906
1676	648.8103107
1677	648.7952849
1678	648.6260058
1679	648.5262923
