iter	MAE
12065	431.2342788
12066	431.2306109
12067	431.2215526
12068	431.2144176
12069	431.2096434
12070	431.2072126
12071	431.2008625
12072	431.1932834
12073	431.1906852
12074	431.1890978
12075	431.1877154
12076	431.1869681
12077	431.1813798
12078	431.1772923
12079	431.1690501
12080	431.156575
12081	431.1444025
12082	431.1429059
12083	431.1147183
12084	431.1019044
12085	431.0946749
12086	431.0889596
12087	431.0863167
12088	431.0753139
12089	431.0717994
12090	431.0707209
12091	431.0529297
12092	431.0514378
12093	431.0366622
12094	431.0355575
12095	431.0243168
12096	431.0194325
12097	431.0181884
12098	430.9959658
12099	430.9940127
12100	430.9834131
12101	430.9821587
12102	430.9791368
12103	430.9704212
12104	430.9697138
12105	430.964232
12106	430.9605453
12107	430.9546122
12108	430.9427708
12109	430.9366816
12110	430.9354102
12111	430.9339883
12112	430.931362
12113	430.9293102
12114	430.9262468
12115	430.9182931
12116	430.9172696
12117	430.9003762
12118	430.8969912
12119	430.8878573
12120	430.8850624
12121	430.8725413
12122	430.8604829
12123	430.8461019
12124	430.8450128
12125	430.8334806
12126	430.8038503
12127	430.801825
12128	430.7949273
12129	430.7923831
12130	430.7910409
12131	430.7834042
12132	430.7606685
12133	430.7573364
12134	430.7528876
12135	430.7507619
12136	430.7488716
12137	430.7444622
12138	430.7421947
12139	430.7390554
12140	430.7351602
12141	430.7325369
12142	430.7160727
12143	430.7004661
12144	430.6964444
12145	430.6938955
12146	430.6915898
12147	430.6839063
12148	430.681513
12149	430.6746284
12150	430.6715834
12151	430.6682278
12152	430.6578907
12153	430.6518552
12154	430.6475312
12155	430.6443328
12156	430.6425632
12157	430.6395557
12158	430.6361712
12159	430.6271251
12160	430.6192728
12161	430.6097508
12162	430.6016506
12163	430.5943483
12164	430.5898753
12165	430.5889338
12166	430.5850789
12167	430.5784936
12168	430.5667412
12169	430.5606376
12170	430.5582827
12171	430.5560607
12172	430.5534942
12173	430.5476758
12174	430.5418813
12175	430.5379674
12176	430.5356027
12177	430.5335374
12178	430.5110699
12179	430.503135
12180	430.4940361
12181	430.4811786
12182	430.4795811
12183	430.4622452
12184	430.4478983
12185	430.4388115
12186	430.4319426
12187	430.4283328
12188	430.4242
12189	430.4132303
12190	430.4107505
12191	430.4073096
12192	430.4038872
12193	430.3992044
12194	430.3981505
12195	430.387287
12196	430.3860824
12197	430.380453
12198	430.3713946
12199	430.3678032
12200	430.3569975
12201	430.3465108
12202	430.3402547
12203	430.3382765
12204	430.3277155
12205	430.3247633
12206	430.320581
12207	430.2973224
12208	430.2966199
12209	430.2883269
12210	430.2862195
12211	430.2835117
12212	430.2754866
12213	430.2592727
12214	430.2578371
12215	430.256824
12216	430.2533501
12217	430.2462716
12218	430.2440086
12219	430.2407875
12220	430.2330207
12221	430.2269287
12222	430.2211263
12223	430.2190448
12224	430.2163769
12225	430.2137108
12226	430.2100409
12227	430.2058031
12228	430.1995314
12229	430.1944271
12230	430.1910005
12231	430.1635931
12232	430.1627432
12233	430.1618159
12234	430.1574207
12235	430.1521721
12236	430.1498763
12237	430.1480179
12238	430.1437169
12239	430.1354627
12240	430.1335553
12241	430.1201149
12242	430.118795
12243	430.1113007
12244	430.1099902
12245	430.1056262
12246	430.1041255
12247	430.1000155
12248	430.0971028
12249	430.0831062
12250	430.0816594
12251	430.0788084
12252	430.0752579
12253	430.0704433
12254	430.0596069
12255	430.0515013
12256	430.0382239
12257	430.0369488
12258	430.0330297
12259	430.0260892
12260	430.0183319
12261	430.0155921
12262	430.0136937
12263	429.9942112
12264	429.9934576
12265	429.9921908
12266	429.9887923
12267	429.9717282
12268	429.9694215
12269	429.9643182
12270	429.9566002
12271	429.9495873
12272	429.9462572
12273	429.9435527
12274	429.938426
12275	429.9358873
12276	429.9348018
12277	429.918372
12278	429.9123656
12279	429.8998599
12280	429.8950963
12281	429.8895036
12282	429.8857309
12283	429.8775852
12284	429.8709277
12285	429.8659287
12286	429.8594507
12287	429.8559201
12288	429.8520212
12289	429.8474127
12290	429.8407652
12291	429.8342041
12292	429.8291099
12293	429.8200703
12294	429.8175116
12295	429.8167151
12296	429.8145706
12297	429.8135258
12298	429.8064571
12299	429.7896105
12300	429.7888858
12301	429.7823225
12302	429.7683876
12303	429.7617443
12304	429.7543249
12305	429.7508169
12306	429.7427147
12307	429.7324474
12308	429.7293795
12309	429.7277073
12310	429.72365
12311	429.7170957
12312	429.7121324
12313	429.7097958
12314	429.7086484
12315	429.7064822
12316	429.6997374
12317	429.6953355
12318	429.6808635
12319	429.6748843
12320	429.6720245
12321	429.670463
12322	429.6647021
12323	429.6637548
12324	429.6570146
12325	429.6429247
12326	429.631943
12327	429.6258406
12328	429.6240637
12329	429.6203817
12330	429.6179722
12331	429.6144122
12332	429.5948086
12333	429.5879974
12334	429.586397
12335	429.5804637
12336	429.5765098
12337	429.5690912
12338	429.5637528
12339	429.5621249
12340	429.5559168
12341	429.551802
12342	429.5369863
12343	429.5278641
12344	429.5163152
12345	429.514299
12346	429.5083448
12347	429.5003742
12348	429.4928939
12349	429.4713043
12350	429.4690573
12351	429.4666502
12352	429.4649619
12353	429.4617961
12354	429.4588993
12355	429.457584
12356	429.4375854
12357	429.4352484
12358	429.431086
12359	429.4268335
12360	429.4233668
12361	429.4142785
12362	429.4123265
12363	429.4063581
12364	429.3885853
12365	429.3836742
12366	429.3810885
12367	429.3777546
12368	429.369466
12369	429.3670974
12370	429.3633773
12371	429.3516024
12372	429.3459123
12373	429.3453053
12374	429.3412835
12375	429.3346455
12376	429.3296122
12377	429.327265
12378	429.3260027
12379	429.3221038
12380	429.3196474
12381	429.3162804
12382	429.3135823
12383	429.3075593
12384	429.3071135
12385	429.2895071
12386	429.286398
12387	429.2817984
12388	429.2741972
12389	429.272777
12390	429.2704213
12391	429.2566287
12392	429.2461453
12393	429.240699
12394	429.2333129
12395	429.2292296
12396	429.2178776
12397	429.213886
12398	429.2124214
12399	429.2057888
12400	429.2023282
12401	429.1845555
12402	429.1775121
12403	429.1741055
12404	429.1724266
12405	429.1628342
12406	429.1595526
12407	429.1505305
12408	429.1483678
12409	429.1464907
12410	429.1447296
12411	429.143921
12412	429.1414821
12413	429.133616
12414	429.1269389
12415	429.1125191
12416	429.1051396
12417	429.098326
12418	429.0963383
12419	429.0944372
12420	429.0919479
12421	429.0853677
12422	429.0789715
12423	429.0760979
12424	429.0648887
12425	429.064315
12426	429.0624771
12427	429.0593538
12428	429.0526933
12429	429.0212374
12430	429.0146944
12431	429.0130901
12432	429.0075079
12433	429.0019557
12434	428.9995123
12435	428.9833892
12436	428.9762806
12437	428.9666626
12438	428.9539889
12439	428.9522926
12440	428.9460834
12441	428.9401704
12442	428.9163697
12443	428.9110427
12444	428.9043916
12445	428.8945981
12446	428.8934336
12447	428.8889179
12448	428.8851081
12449	428.8824348
12450	428.8724061
12451	428.8672347
12452	428.8629615
12453	428.8607925
12454	428.855807
12455	428.8502377
12456	428.8443128
12457	428.841344
12458	428.8396174
12459	428.8319452
12460	428.8294258
12461	428.8214145
12462	428.8164706
12463	428.8130658
12464	428.8121469
12465	428.7968136
12466	428.7923835
12467	428.7895162
12468	428.7887257
12469	428.7790389
12470	428.7753374
12471	428.7712398
12472	428.7694678
12473	428.7605804
12474	428.747624
12475	428.7462787
12476	428.7439185
12477	428.7404336
12478	428.7341119
12479	428.7272841
12480	428.7236999
12481	428.7209657
12482	428.7176253
12483	428.7045942
12484	428.7010055
12485	428.6930186
12486	428.692042
12487	428.6903152
12488	428.678574
12489	428.6745619
12490	428.6715317
12491	428.670434
12492	428.6588172
12493	428.6561248
12494	428.6547666
12495	428.6496108
12496	428.6409465
12497	428.6403041
12498	428.6357651
12499	428.630084
12500	428.6279114
12501	428.6238722
12502	428.6233476
12503	428.6202155
12504	428.6135591
12505	428.6123098
12506	428.6021934
12507	428.5963008
12508	428.5913113
12509	428.5894603
12510	428.5792421
12511	428.5709564
12512	428.5538202
12513	428.5484598
12514	428.5436305
12515	428.5394952
12516	428.536592
12517	428.5313863
12518	428.527301
12519	428.5258927
12520	428.5234266
12521	428.5167396
12522	428.5048933
12523	428.4895563
12524	428.4836236
12525	428.4764692
12526	428.4694637
12527	428.4664692
12528	428.4310807
12529	428.421089
12530	428.4144815
12531	428.4125128
12532	428.4070441
12533	428.4043834
12534	428.3950944
12535	428.3924458
12536	428.3815052
12537	428.3785528
12538	428.3771567
12539	428.3715574
12540	428.3666968
12541	428.363417
12542	428.359924
12543	428.3529467
12544	428.3479356
12545	428.3466208
12546	428.3420867
12547	428.3352777
12548	428.3252795
12549	428.3220937
12550	428.3204354
12551	428.3171813
12552	428.3133568
12553	428.3092935
12554	428.2966013
12555	428.2767908
12556	428.2683795
12557	428.2653146
12558	428.2600156
12559	428.2550837
12560	428.2489145
12561	428.2440229
12562	428.2234478
12563	428.2216646
12564	428.2184658
12565	428.2147327
12566	428.2055439
12567	428.1970894
12568	428.1673709
12569	428.1624622
12570	428.1598364
12571	428.1570089
12572	428.1530996
12573	428.147127
12574	428.1450691
12575	428.1428283
12576	428.1304697
12577	428.1288766
12578	428.1223548
12579	428.1185344
12580	428.10854
12581	428.102347
12582	428.0971378
12583	428.0950892
12584	428.0917923
12585	428.0905168
12586	428.0894732
12587	428.0789135
12588	428.0747355
12589	428.0720526
12590	428.0692995
12591	428.0653142
12592	428.0639402
12593	428.0613526
12594	428.0547586
12595	428.0441286
12596	428.026033
12597	428.0196992
12598	428.0186527
12599	428.0148137
12600	428.0087808
12601	428.0015241
12602	427.9996424
12603	427.9904882
12604	427.9759763
12605	427.9744605
12606	427.9706695
12607	427.9679705
12608	427.9498645
12609	427.9474305
12610	427.9390128
12611	427.9377268
12612	427.9356823
12613	427.9274582
12614	427.9232092
12615	427.9221139
12616	427.908478
12617	427.9025856
12618	427.8981599
12619	427.8840898
12620	427.8722943
12621	427.8456461
12622	427.8444539
12623	427.8391269
12624	427.8370808
12625	427.8352538
12626	427.831826
12627	427.8274836
12628	427.8213317
12629	427.8155612
12630	427.8107003
12631	427.8058259
12632	427.8021036
12633	427.7967523
12634	427.7951513
12635	427.7835329
12636	427.7792433
12637	427.77576
12638	427.7606872
12639	427.7265931
12640	427.7240302
12641	427.7149344
12642	427.702861
12643	427.6950558
12644	427.679096
12645	427.6760109
12646	427.6731953
12647	427.670073
12648	427.6616396
12649	427.6599164
12650	427.6568937
12651	427.6560358
12652	427.6524005
12653	427.6457291
12654	427.6403357
12655	427.6344071
12656	427.6332155
12657	427.6289806
12658	427.621361
12659	427.6112482
12660	427.6075143
12661	427.6033274
12662	427.5813181
12663	427.5750573
12664	427.5733184
12665	427.5676512
12666	427.5652607
12667	427.5574135
12668	427.5553644
12669	427.547792
12670	427.540282
12671	427.5378601
12672	427.5352408
12673	427.5186788
12674	427.512042
12675	427.5078315
12676	427.5043828
12677	427.5009435
12678	427.488051
12679	427.4863597
12680	427.4778142
12681	427.4762867
12682	427.474527
12683	427.4710773
12684	427.4683415
12685	427.4632696
12686	427.4598183
12687	427.4494627
12688	427.4406978
12689	427.4378224
12690	427.4327348
12691	427.4278158
12692	427.4230633
12693	427.4204271
12694	427.4197411
12695	427.416013
12696	427.4135934
12697	427.4113342
12698	427.4091512
12699	427.408123
12700	427.4020529
12701	427.3993368
12702	427.3870692
12703	427.3836667
12704	427.3799251
12705	427.3757993
12706	427.3707485
12707	427.3579456
12708	427.3558881
12709	427.3537253
12710	427.3500325
12711	427.3470465
12712	427.3389721
12713	427.3309986
12714	427.3174003
12715	427.3091952
12716	427.3026361
12717	427.2991328
12718	427.297184
12719	427.2959281
12720	427.2867797
12721	427.2817277
12722	427.2792113
12723	427.2671157
12724	427.2633355
12725	427.2578658
12726	427.2478317
12727	427.2371495
12728	427.2280935
12729	427.2230654
12730	427.2190308
12731	427.2134238
12732	427.202663
12733	427.2010687
12734	427.1971172
12735	427.1917158
12736	427.1901343
12737	427.1747071
12738	427.1691713
12739	427.1583533
12740	427.1501951
12741	427.1480161
12742	427.1398532
12743	427.1300641
12744	427.1255907
12745	427.1124697
12746	427.1095698
12747	427.0871496
12748	427.0826909
12749	427.0511106
12750	427.0447562
12751	427.0413087
12752	427.0364329
12753	427.0356582
12754	427.026962
12755	427.0232092
12756	427.0132099
12757	427.0064561
12758	427.0027626
12759	426.9903099
12760	426.9876233
12761	426.9849979
12762	426.9825458
12763	426.9816484
12764	426.9739096
12765	426.9728441
12766	426.9719178
12767	426.9681358
12768	426.9642646
12769	426.9610843
12770	426.9502268
12771	426.9463725
12772	426.9439517
12773	426.9329617
12774	426.9266707
12775	426.9215153
12776	426.9179022
12777	426.9109693
12778	426.9102289
12779	426.9072434
12780	426.9058749
12781	426.9028288
12782	426.8977705
12783	426.8917097
12784	426.8882776
12785	426.8836499
12786	426.878072
12787	426.8756227
12788	426.8679139
12789	426.8658934
12790	426.8511545
12791	426.8172428
12792	426.8063352
12793	426.7995035
12794	426.7963714
12795	426.7867667
12796	426.7723739
12797	426.7602013
12798	426.755224
12799	426.7493048
12800	426.7440649
12801	426.7376044
12802	426.7346532
12803	426.7326234
12804	426.7268664
12805	426.720325
12806	426.7119984
12807	426.7052185
12808	426.7010825
12809	426.6977171
12810	426.6967122
12811	426.6949893
12812	426.6937289
12813	426.6911123
12814	426.6869974
12815	426.6795111
12816	426.676923
12817	426.6664424
12818	426.6615903
12819	426.6546157
12820	426.6493649
12821	426.6445478
12822	426.6360954
12823	426.62621
12824	426.6239156
12825	426.5996909
12826	426.592555
12827	426.5816996
12828	426.5786758
12829	426.5763404
12830	426.5676635
12831	426.5649808
12832	426.5615646
12833	426.5436238
12834	426.5377556
12835	426.5293434
12836	426.526334
12837	426.5255051
12838	426.5085421
12839	426.505789
12840	426.5054526
12841	426.4921851
12842	426.4895028
12843	426.473843
12844	426.4574308
12845	426.4511022
12846	426.4462958
12847	426.4431395
12848	426.4389046
12849	426.4260984
12850	426.4170861
12851	426.4125611
12852	426.4090177
12853	426.4063815
12854	426.4028404
12855	426.3766053
12856	426.3649522
12857	426.3626316
12858	426.354973
12859	426.3519179
12860	426.3483072
12861	426.3445456
12862	426.3386387
12863	426.3331861
12864	426.3311363
12865	426.3077112
12866	426.3051767
12867	426.2978057
12868	426.292246
12869	426.2835282
12870	426.2825132
12871	426.2744405
12872	426.2730468
12873	426.2674391
12874	426.2637342
12875	426.2579179
12876	426.2538282
12877	426.252105
12878	426.2463572
12879	426.2418717
12880	426.240381
12881	426.224612
12882	426.2234776
12883	426.2078743
12884	426.1958986
12885	426.1901466
12886	426.1867043
12887	426.1853289
12888	426.1836292
12889	426.1699117
12890	426.166678
12891	426.1586474
12892	426.153463
12893	426.1453839
12894	426.1414299
12895	426.1369507
12896	426.1288661
12897	426.1263837
12898	426.1216926
12899	426.1167467
12900	426.1087248
12901	426.1082345
12902	426.1038782
12903	426.1016677
12904	426.0954859
12905	426.089361
12906	426.0772837
12907	426.0763585
12908	426.0753621
12909	426.0606461
12910	426.0524626
12911	426.0429277
12912	426.0334321
12913	426.0322172
12914	426.0258641
12915	426.0208827
12916	426.0099193
12917	426.0042639
12918	426.0038368
12919	426.0008261
12920	425.9985216
12921	425.9979368
12922	425.9912716
12923	425.9879644
12924	425.9818132
12925	425.9812865
12926	425.9765862
12927	425.9741711
12928	425.9695214
12929	425.9449584
12930	425.9413446
12931	425.9384576
12932	425.9336374
12933	425.9257751
12934	425.9100056
12935	425.9028074
12936	425.8989643
12937	425.892166
12938	425.8869305
12939	425.8846534
12940	425.8839444
12941	425.8822765
12942	425.8801644
12943	425.8711209
12944	425.8692984
12945	425.8664704
12946	425.8631374
12947	425.8570653
12948	425.8511896
12949	425.8311069
12950	425.8305587
12951	425.8282049
12952	425.8179043
12953	425.8122817
12954	425.7929875
12955	425.7832531
12956	425.7697331
12957	425.7628961
12958	425.7352522
12959	425.7308673
12960	425.7293988
12961	425.7226969
12962	425.715162
12963	425.7005691
12964	425.6990181
12965	425.6760954
12966	425.6574325
12967	425.6489437
12968	425.6476541
12969	425.6448229
12970	425.6370487
12971	425.6311001
12972	425.6212581
12973	425.6102937
12974	425.6055429
12975	425.5995901
12976	425.5943025
12977	425.5882972
12978	425.587036
12979	425.5633332
12980	425.5622345
12981	425.5554663
12982	425.5540485
12983	425.5449847
12984	425.542686
12985	425.5390717
12986	425.5338194
12987	425.530238
12988	425.526993
12989	425.5255718
12990	425.5227576
12991	425.5194853
12992	425.5187522
12993	425.5138978
12994	425.5066876
12995	425.5007438
12996	425.4975347
12997	425.4957366
12998	425.4922663
12999	425.487262
13000	425.4792299
13001	425.4765237
13002	425.4707945
13003	425.465623
13004	425.4564338
13005	425.4554836
13006	425.4541665
13007	425.4516409
13008	425.4359058
13009	425.4352241
13010	425.4325864
13011	425.4298922
13012	425.4265506
13013	425.4231462
13014	425.4186847
13015	425.4148615
13016	425.409723
13017	425.3959864
13018	425.3745124
13019	425.3707234
13020	425.3679588
13021	425.3655272
13022	425.3632829
13023	425.3593721
13024	425.3579544
13025	425.3521979
13026	425.3502978
13027	425.3491162
13028	425.3424986
13029	425.3282778
13030	425.3211124
13031	425.317028
13032	425.3151831
13033	425.3064398
13034	425.2978082
13035	425.2883929
13036	425.2876783
13037	425.2788663
13038	425.2730424
13039	425.2605192
13040	425.2557186
13041	425.2541803
13042	425.2487498
13043	425.2471036
13044	425.2328028
13045	425.2269908
13046	425.2251741
13047	425.2209255
13048	425.2170731
13049	425.2097764
13050	425.2090992
13051	425.204922
13052	425.2031476
13053	425.201445
13054	425.1934574
13055	425.1917614
13056	425.187876
13057	425.1857239
13058	425.1842142
13059	425.1830504
13060	425.1815603
13061	425.179238
13062	425.1734135
13063	425.1708489
13064	425.159917
13065	425.1577938
13066	425.152468
13067	425.1512951
13068	425.147291
13069	425.1335665
13070	425.1140076
13071	425.1093799
13072	425.1024748
13073	425.0985328
13074	425.0905505
13075	425.0890538
13076	425.0833814
13077	425.0725296
13078	425.0707158
13079	425.0673572
13080	425.0549018
13081	425.0439083
13082	425.0378395
13083	425.0303244
13084	425.0185298
13085	425.0143382
13086	425.0063199
13087	424.9999252
13088	424.9936393
13089	424.9890275
13090	424.984713
13091	424.9500017
13092	424.9445551
13093	424.9346749
13094	424.932633
13095	424.9319116
13096	424.9281449
13097	424.923352
13098	424.9224064
13099	424.9180114
13100	424.9091492
13101	424.9052292
13102	424.8972499
13103	424.896087
13104	424.8921421
13105	424.8864979
13106	424.8855835
13107	424.868035
13108	424.866657
13109	424.8643155
13110	424.8609871
13111	424.8559566
13112	424.8487701
13113	424.8458285
13114	424.8422182
13115	424.8380512
13116	424.8288223
13117	424.8188144
13118	424.8164934
13119	424.8114321
13120	424.8085683
13121	424.8025079
13122	424.7978105
13123	424.7970126
13124	424.7917787
13125	424.7863251
13126	424.7785481
13127	424.7762749
13128	424.7744575
13129	424.7726194
13130	424.7714213
13131	424.7692326
13132	424.7596745
13133	424.7571657
13134	424.7523097
13135	424.7513914
13136	424.7453557
13137	424.744765
13138	424.7362863
13139	424.7315444
13140	424.7276551
13141	424.7242709
13142	424.7210664
13143	424.7145671
13144	424.7113591
13145	424.7095094
13146	424.6997569
13147	424.6966448
13148	424.6918091
13149	424.6892088
13150	424.6853942
13151	424.6832232
13152	424.6803881
13153	424.6754968
13154	424.6707686
13155	424.6690374
13156	424.6652078
13157	424.6615695
13158	424.6596935
13159	424.6550836
13160	424.6290547
13161	424.6211757
13162	424.6132521
13163	424.6090977
13164	424.5911212
13165	424.5869103
13166	424.5745375
13167	424.5677779
13168	424.564882
13169	424.5601626
13170	424.5587163
13171	424.5544878
13172	424.5516564
13173	424.5465983
13174	424.5386419
13175	424.5362046
13176	424.5347943
13177	424.5316235
13178	424.5285228
13179	424.5178248
13180	424.5130897
13181	424.5116285
13182	424.5040542
13183	424.5006761
13184	424.4951609
13185	424.4846532
13186	424.4809155
13187	424.4786299
13188	424.4776307
13189	424.4746097
13190	424.4734421
13191	424.46228
13192	424.4593976
13193	424.4574268
13194	424.4508283
13195	424.4485922
13196	424.4477748
13197	424.4452162
13198	424.4389879
13199	424.4327996
13200	424.4313433
13201	424.4298264
13202	424.4216346
13203	424.4187034
13204	424.4070857
13205	424.398244
13206	424.3926006
13207	424.3894476
13208	424.3880637
13209	424.3839458
13210	424.3815422
13211	424.3787632
13212	424.3548764
13213	424.3506956
13214	424.3465594
13215	424.3445173
13216	424.3360823
13217	424.3316705
13218	424.3254715
13219	424.3233674
13220	424.3156537
13221	424.3141498
13222	424.3008404
13223	424.2902464
13224	424.2811931
13225	424.2790356
13226	424.2782772
13227	424.2705975
13228	424.2692716
13229	424.261037
13230	424.2556632
13231	424.2380217
13232	424.23598
13233	424.2263022
13234	424.2250026
13235	424.2241778
13236	424.2231279
13237	424.2193632
13238	424.2182123
13239	424.2047924
13240	424.1837361
13241	424.1745681
13242	424.1736698
13243	424.1696446
13244	424.1669222
13245	424.1539727
13246	424.1522969
13247	424.1483919
13248	424.1376698
13249	424.1352723
13250	424.1341364
13251	424.1221588
13252	424.1132412
13253	424.1054879
13254	424.1027031
13255	424.0988709
13256	424.088185
13257	424.0864936
13258	424.0831293
13259	424.0769127
13260	424.0722063
13261	424.0714181
13262	424.0681234
13263	424.0645881
13264	424.0625818
13265	424.0577801
13266	424.0504535
13267	424.0481374
13268	424.0254113
13269	424.0224731
13270	424.0137199
13271	424.0094332
13272	424.0039771
13273	423.9933705
13274	423.9781861
13275	423.9750471
13276	423.9725815
13277	423.9682373
13278	423.9647297
13279	423.9394689
13280	423.9198262
13281	423.9188962
13282	423.9160803
13283	423.9055704
13284	423.8947406
13285	423.8848149
13286	423.8827414
13287	423.8747891
13288	423.8692508
13289	423.8635869
13290	423.8583293
13291	423.8539902
13292	423.8505128
13293	423.8468165
13294	423.8429435
13295	423.8261999
13296	423.8210662
13297	423.816715
13298	423.8124336
13299	423.8062526
13300	423.805305
13301	423.790241
13302	423.781142
13303	423.7737421
13304	423.7728068
13305	423.7630437
13306	423.762444
13307	423.7602193
13308	423.7514834
13309	423.7379774
13310	423.7371122
13311	423.7358134
13312	423.7234166
13313	423.7208474
13314	423.7085581
13315	423.7004128
13316	423.6955265
13317	423.6945831
13318	423.6693565
13319	423.6481905
13320	423.6385143
13321	423.6217584
13322	423.6190848
13323	423.6129959
13324	423.5948558
13325	423.5928822
13326	423.5848147
13327	423.5779813
13328	423.5743209
13329	423.5670668
13330	423.5588719
13331	423.5586504
13332	423.555592
13333	423.5519351
13334	423.5474571
13335	423.5439197
13336	423.5414786
13337	423.5130976
13338	423.4940115
13339	423.489018
13340	423.4817273
13341	423.4777425
13342	423.4748928
13343	423.4702816
13344	423.4683862
13345	423.463335
13346	423.4519635
13347	423.4487172
13348	423.438041
13349	423.4362067
13350	423.4333805
13351	423.4231078
13352	423.4192304
13353	423.4087366
13354	423.4058099
13355	423.3987496
13356	423.3954515
13357	423.3928321
13358	423.3906656
13359	423.3891122
13360	423.3815123
13361	423.3778065
13362	423.3742342
13363	423.3698316
13364	423.3644196
13365	423.3518517
13366	423.3473479
13367	423.3460532
13368	423.3344166
13369	423.3331686
13370	423.3300795
13371	423.323962
13372	423.3148338
13373	423.3121504
13374	423.3075459
13375	423.3046371
13376	423.3006432
13377	423.299346
13378	423.2908172
13379	423.2865041
13380	423.2838141
13381	423.2817055
13382	423.2786331
13383	423.2697913
13384	423.2647094
13385	423.2595242
13386	423.2545223
13387	423.2395301
13388	423.232981
13389	423.2281016
13390	423.2236733
13391	423.2222857
13392	423.2129578
13393	423.2078034
13394	423.2060476
13395	423.1631366
13396	423.1611659
13397	423.1597055
13398	423.1512966
13399	423.1464513
13400	423.1256929
13401	423.1246739
13402	423.1126722
13403	423.110331
13404	423.1087321
13405	423.0994099
13406	423.0950792
13407	423.0897675
13408	423.0868683
13409	423.0821771
13410	423.0701648
13411	423.0653882
13412	423.0542867
13413	423.0524669
13414	423.0468599
13415	423.0434066
13416	423.0410738
13417	423.0381776
13418	423.0357131
13419	423.03139
13420	423.0213212
13421	423.0206302
13422	423.0186914
13423	423.0163571
13424	423.0142554
13425	423.0115053
13426	423.005935
13427	423.0047514
13428	423.0019065
13429	422.9981229
13430	422.9965484
13431	422.9884433
13432	422.9863713
13433	422.981232
13434	422.9773304
13435	422.9715196
13436	422.9676097
13437	422.9645018
13438	422.9448528
13439	422.9412944
13440	422.9377692
13441	422.9304617
13442	422.9272425
13443	422.9124045
13444	422.90984
13445	422.9012312
13446	422.8956084
13447	422.8941278
13448	422.893283
13449	422.8892217
13450	422.8869499
13451	422.8838045
13452	422.8817831
13453	422.8754946
13454	422.8719142
13455	422.8682091
13456	422.861615
13457	422.8508985
13458	422.8441781
13459	422.8373863
13460	422.8357933
13461	422.8254962
13462	422.8238524
13463	422.8215581
13464	422.8182281
13465	422.8112646
13466	422.8056168
13467	422.801801
13468	422.7974969
13469	422.7952533
13470	422.7882348
13471	422.7819252
13472	422.7795088
13473	422.7663183
13474	422.7601124
13475	422.753931
13476	422.7520448
13477	422.7498431
13478	422.7480079
13479	422.7308206
13480	422.7228292
13481	422.7220897
13482	422.7213427
13483	422.7132786
13484	422.7097604
13485	422.7039016
13486	422.7014038
13487	422.6882443
13488	422.6869281
13489	422.6850368
13490	422.6824289
13491	422.6783928
13492	422.6744616
13493	422.6710732
13494	422.6565934
13495	422.6543718
13496	422.6490814
13497	422.6424552
13498	422.6376284
13499	422.634952
13500	422.6293314
13501	422.6236976
13502	422.6201703
13503	422.6156502
13504	422.6107326
13505	422.6042702
13506	422.5997399
13507	422.5925583
13508	422.5865877
13509	422.5814117
13510	422.579825
13511	422.5778092
13512	422.5700778
13513	422.56337
13514	422.5588398
13515	422.5499801
13516	422.5479286
13517	422.5453904
13518	422.5427682
13519	422.5421266
13520	422.537086
13521	422.5306176
13522	422.5215595
13523	422.5206627
13524	422.5190959
13525	422.5117849
13526	422.4855394
13527	422.4770523
13528	422.4656107
13529	422.4627217
13530	422.4606688
13531	422.4588212
13532	422.4546555
13533	422.4489478
13534	422.4441914
13535	422.4287221
13536	422.4250598
13537	422.4235222
13538	422.4221446
13539	422.4208507
13540	422.4161994
13541	422.4106424
13542	422.3970104
13543	422.3952314
13544	422.379972
13545	422.3722884
13546	422.3653106
13547	422.3563336
13548	422.3468719
13549	422.3454064
13550	422.3414336
13551	422.3297003
13552	422.3194799
13553	422.3016594
13554	422.3006472
13555	422.2814137
13556	422.2805192
13557	422.2779969
13558	422.2763485
13559	422.2619114
13560	422.2417117
13561	422.2382316
13562	422.2282403
13563	422.2257144
13564	422.2221255
13565	422.2201862
13566	422.2107088
13567	422.2069923
13568	422.19593
13569	422.1826193
13570	422.181939
13571	422.1796083
13572	422.1786463
13573	422.1588014
13574	422.1581001
13575	422.1528182
13576	422.1496972
13577	422.1423165
13578	422.1371803
13579	422.134846
13580	422.1333087
13581	422.1233691
13582	422.1166017
13583	422.1119996
13584	422.1045954
13585	422.1019907
13586	422.089155
13587	422.0859596
13588	422.0785674
13589	422.0751481
13590	422.0695834
13591	422.0612573
13592	422.0595153
13593	422.0453909
13594	422.040368
13595	422.0390502
13596	422.0368426
13597	422.015157
13598	422.01228
13599	422.0027989
13600	422.0000635
13601	421.9973696
13602	421.9928131
13603	421.9896006
13604	421.9857624
13605	421.9691261
13606	421.9663752
13607	421.9652767
13608	421.9630434
13609	421.9553968
13610	421.9498529
13611	421.9473018
13612	421.946221
13613	421.9421284
13614	421.9357341
13615	421.9325805
13616	421.9271694
13617	421.9241047
13618	421.9223022
13619	421.9153555
13620	421.9086164
13621	421.9032584
13622	421.8944739
13623	421.8891356
13624	421.8767039
13625	421.8719963
13626	421.8623925
13627	421.8579656
13628	421.8545767
13629	421.8473773
13630	421.8424604
13631	421.827331
13632	421.8258962
13633	421.8249232
13634	421.8211927
13635	421.8200404
